Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000301651.1,1.1.1.1,Escherichia coli,R87,Alcohol dehydrogenase,R05234,MRL,1 C00003; 1 C06612,1 C00004; 1 C00080; 1 C16348,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C16348: 0.30283116625; Km_C00003: 0.100172691; Km_C06612: 0.501385033,Kcat_F: 13.301075248499998; Kcat_R: 29.55534931,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0008153109936978668
WP_000301651.1,1.1.1.1,Escherichia coli,R88,Alcohol dehydrogenase,R08557,MRL,1 C00003; 1 C00114,1 C00004; 1 C00080; 1 C00576,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C00576: 0.884440184; Km_C00003: 0.100172691; Km_C00114: 0.409143209,Kcat_F: 23.584962525; Kcat_R: 46.574627105,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0027426887467624744
WP_000301651.1,1.1.1.1,Escherichia coli,R89,Alcohol dehydrogenase,R08558,MRL,1 C00006; 1 C00114,1 C00005; 1 C00080; 1 C00576,Km_C00005: 0.027593218; Km_C00080: 0.569533765; Km_C00576: 0.884440184; Km_C00006: 0.054585926; Km_C00114: 0.409143209,Kcat_F: 23.832741575; Kcat_R: 46.60898402,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0027403162981901063
WP_001058802.1,1.1.1.2,Escherichia coli,R90,Alcohol dehydrogenase (nadp+),R00746,MRL,1 C00006; 1 C00469,1 C00005; 1 C00080; 1 C00084,Km_C00005: 0.071021505; Km_C00080: 3.693367481; Km_C00084: 28.47; Km_C00006: 0.212885574; Km_C00469: 5.76950407,Kcat_F: 5.4128640165; Kcat_R: 29.789110517,C00116;C00071;C00577;C00006;C06102;C06103;C00084;C00469;C00005;C00226;C00069;C00080,C06102_KI: 0.601238847;C00084_KI: 3.321425915;C00071_KI: 2.4196380335555556;C00577_KI: 2.040300369;C00069_KI: 2.4196380335555556;C00005_KI: 0.071021505;C00080_KI: 3.693367481;C06103_KI: 0.695547163;C00116_KI: 5.371451378;C00469_KI: 5.76950407;C00006_KI: 0.212885574;C00226_KI: 2.4196380335555556,Keq: 0.00068157221139535
WP_000068701.1,2.1.2.10,Escherichia coli,R97,Aminomethyltransferase,R04125,MRL,1 C00101; 1 C01242,1 C00014; 1 C00143; 1 C02972,Km_C00014: 2.288124084; Km_C00143: 0.0881; Km_C02972: 0.8130421656666668; Km_C00101: 0.062902413; Km_C01242: 0.8130421656666668,Kcat_F: 23.35498459; Kcat_R: 36.621543835,C00037;C01242;C00003;C00445;C02972;C00101;C00014;C00004;C00011;C00001;C03479;C00143;C00080,C00445_KI: 0.069055647;C00003_KI: 0.126247987;C03479_KI: 0.062393375;C00143_KI: 0.043544259;C00004_KI: 0.051427435;C02972_KI: 0.6555470248181817;C00014_KI: 2.288124084;C00101_KI: 0.062902413;C00011_KI: 1.108707547;C01242_KI: 0.6555470248181817;C00001_KI: 0.944258809;C00080_KI: 0.996665478;C00037_KI: 1.457690239,Keq: 1
WP_000068701.1,2.1.2.10,Escherichia coli,R98,Aminomethyltransferase,R01221,MRL,1 C00003; 1 C00037; 1 C00101,1 C00004; 1 C00011; 1 C00014; 1 C00080; 1 C00143,Km_C00004: 0.051427435; Km_C00011: 1.108707547; Km_C00014: 2.288124084; Km_C00080: 0.996665478; Km_C00143: 0.0881; Km_C00003: 0.126247987; Km_C00037: 1.457690239; Km_C00101: 0.062902413,Kcat_F: 15.935437487666666; Kcat_R: 45.10935515250001,C00037;C01242;C00003;C00445;C02972;C00101;C00014;C00004;C00011;C00001;C03479;C00143;C00080,C00445_KI: 0.069055647;C00003_KI: 0.126247987;C03479_KI: 0.062393375;C00143_KI: 0.043544259;C00004_KI: 0.051427435;C02972_KI: 0.6555470248181817;C00014_KI: 2.288124084;C00101_KI: 0.062902413;C00011_KI: 1.108707547;C01242_KI: 0.6555470248181817;C00001_KI: 0.944258809;C00080_KI: 0.996665478;C00037_KI: 1.457690239,Keq: 0.00014118454869627972
WP_000486988.1,2.6.1.57,Escherichia coli,R103,Aromatic-amino-acid transaminase,R00694,MRL,1 C00026; 1 C00079,1 C00025; 1 C00166,Km_C00025: 2.838407993; Km_C00166: 0.129698142; Km_C00026: 1.1866666666666668; Km_C00079: 0.317666709,Kcat_F: 279.80308125; Kcat_R: 403.71828695,C00025;C00972;C01179;C00082;C00826;C00166;C01180;C00079;C00026;C00036;C01021;C00254;C00049;C00073,C01180_KI: 1.284476519;C00073_KI: 1.71113801;C00036_KI: 0.433308303;C00972_KI: 0.9302305559166667;C00049_KI: 2.391444206;C00254_KI: 0.201490313;C01021_KI: 0.9302305559166667;C01179_KI: 0.110603712;C00079_KI: 0.317666709;C00166_KI: 0.129698142;C00026_KI: 1.154019117;C00025_KI: 2.838407993;C00082_KI: 0.2436997;C00826_KI: 0.346813947,Keq: 1.0313054879088486
WP_000486988.1,2.6.1.57,Escherichia coli,R104,Aromatic-amino-acid transaminase,R00734,MRL,1 C00026; 1 C00082,1 C00025; 1 C01179,Km_C00025: 2.838407993; Km_C01179: 0.032; Km_C00026: 1.1866666666666668; Km_C00082: 0.2436997,Kcat_F: 288.0446394; Kcat_R: 403.98978925,C00025;C00972;C01179;C00082;C00826;C00166;C01180;C00079;C00026;C00036;C01021;C00254;C00049;C00073,C01180_KI: 1.284476519;C00073_KI: 1.71113801;C00036_KI: 0.433308303;C00972_KI: 0.9302305559166667;C00049_KI: 2.391444206;C00254_KI: 0.201490313;C01021_KI: 0.9302305559166667;C01179_KI: 0.110603712;C00079_KI: 0.317666709;C00166_KI: 0.129698142;C00026_KI: 1.154019117;C00025_KI: 2.838407993;C00082_KI: 0.2436997;C00826_KI: 0.346813947,Keq: 0.8591956102112979
WP_000486988.1,2.6.1.57,Escherichia coli,R105,Aromatic-amino-acid transaminase,R01731,MRL,1 C00036; 1 C00826,1 C00049; 1 C00254,Km_C00049: 2.391444206; Km_C00254: 0.201490313; Km_C00036: 3.465; Km_C00826: 0.346813947,Kcat_F: 402.80647095; Kcat_R: 337.96564494999996,C00025;C00972;C01179;C00082;C00826;C00166;C01180;C00079;C00026;C00036;C01021;C00254;C00049;C00073,C01180_KI: 1.284476519;C00073_KI: 1.71113801;C00036_KI: 0.433308303;C00972_KI: 0.9302305559166667;C00049_KI: 2.391444206;C00254_KI: 0.201490313;C01021_KI: 0.9302305559166667;C01179_KI: 0.110603712;C00079_KI: 0.317666709;C00166_KI: 0.129698142;C00026_KI: 1.154019117;C00025_KI: 2.838407993;C00082_KI: 0.2436997;C00826_KI: 0.346813947,Keq: 148.3626546810199
WP_000486988.1,2.6.1.57,Escherichia coli,R106,Aromatic-amino-acid transaminase,R07396,MRL,1 C00025; 1 C01180,1 C00026; 1 C00073,Km_C00026: 1.1866666666666668; Km_C00073: 1.71113801; Km_C00025: 2.838407993; Km_C01180: 1.284476519,Kcat_F: 802.60637595; Kcat_R: 329.48971535,C00025;C00972;C01179;C00082;C00826;C00166;C01180;C00079;C00026;C00036;C01021;C00254;C00049;C00073,C01180_KI: 1.284476519;C00073_KI: 1.71113801;C00036_KI: 0.433308303;C00972_KI: 0.9302305559166667;C00049_KI: 2.391444206;C00254_KI: 0.201490313;C01021_KI: 0.9302305559166667;C01179_KI: 0.110603712;C00079_KI: 0.317666709;C00166_KI: 0.129698142;C00026_KI: 1.154019117;C00025_KI: 2.838407993;C00082_KI: 0.2436997;C00826_KI: 0.346813947,Keq: 0.01503060856645103
WP_000621515.1,4.1.1.11,Escherichia coli,R110,Aspartate 1-decarboxylase,R00489,MRL,1 C00049,1 C00011; 1 C00099,Km_C00011: 0.525109112; Km_C00099: 0.438555807; Km_C00049: 0.312898159,Kcat_F: 2.781946591; Kcat_R: 2.1181892785,C00049;C00099;C00011,C00049_KI: 0.312898159;C00099_KI: 0.438555807;C00011_KI: 0.525109112,Keq: 913.8662299094832
WP_000462687.1,2.6.1.1,Escherichia coli,R113,Aspartate transaminase,R00355,MRL,1 C00026; 1 C00049,1 C00025; 1 C00036,Km_C00025: 2.310521364; Km_C00036: 0.19; Km_C00026: 0.59; Km_C00049: 1.757862926,Kcat_F: 1.267048558; Kcat_R: 1.277564804,C05527;C00957;C00025;C01179;C00082;C00097;C00166;C00079;C05946;C00026;C00036;C00302;C05528;C00506;C00049;C05947;C00606,C05946_KI: 0.856565714;C00079_KI: 0.573835731;C00025_KI: 2.310521364;C05527_KI: 0.679305136;C00166_KI: 0.214944422;C00097_KI: 0.263825059;C00506_KI: 1.337970138;C00026_KI: 0.759377718;C00606_KI: 1.276833773;C00082_KI: 0.365888625;C00049_KI: 1.757862926;C05947_KI: 0.695976257;C00036_KI: 0.293137431;C01179_KI: 0.146892369;C05528_KI: 0.4964104;C00957_KI: 0.907967806;C00302_KI: 2.310521364,Keq: 0.3183762106914854
WP_000462687.1,2.6.1.1,Escherichia coli,R114,Aspartate transaminase,R00694,MRL,1 C00026; 1 C00079,1 C00025; 1 C00166,Km_C00025: 2.310521364; Km_C00166: 0.214944422; Km_C00026: 0.59; Km_C00079: 0.573835731,Kcat_F: 1.4574046885; Kcat_R: 1.6883909524999998,C05527;C00957;C00025;C01179;C00082;C00097;C00166;C00079;C05946;C00026;C00036;C00302;C05528;C00506;C00049;C05947;C00606,C05946_KI: 0.856565714;C00079_KI: 0.573835731;C00025_KI: 2.310521364;C05527_KI: 0.679305136;C00166_KI: 0.214944422;C00097_KI: 0.263825059;C00506_KI: 1.337970138;C00026_KI: 0.759377718;C00606_KI: 1.276833773;C00082_KI: 0.365888625;C00049_KI: 1.757862926;C05947_KI: 0.695976257;C00036_KI: 0.293137431;C01179_KI: 0.146892369;C05528_KI: 0.4964104;C00957_KI: 0.907967806;C00302_KI: 2.310521364,Keq: 1.0313054879088486
WP_000462687.1,2.6.1.1,Escherichia coli,R115,Aspartate transaminase,R00734,MRL,1 C00026; 1 C00082,1 C00025; 1 C01179,Km_C00025: 2.310521364; Km_C01179: 5.157500000000001; Km_C00026: 0.59; Km_C00082: 0.365888625,Kcat_F: 1.1793277524999999; Kcat_R: 1.917375847,C05527;C00957;C00025;C01179;C00082;C00097;C00166;C00079;C05946;C00026;C00036;C00302;C05528;C00506;C00049;C05947;C00606,C05946_KI: 0.856565714;C00079_KI: 0.573835731;C00025_KI: 2.310521364;C05527_KI: 0.679305136;C00166_KI: 0.214944422;C00097_KI: 0.263825059;C00506_KI: 1.337970138;C00026_KI: 0.759377718;C00606_KI: 1.276833773;C00082_KI: 0.365888625;C00049_KI: 1.757862926;C05947_KI: 0.695976257;C00036_KI: 0.293137431;C01179_KI: 0.146892369;C05528_KI: 0.4964104;C00957_KI: 0.907967806;C00302_KI: 2.310521364,Keq: 0.8591956102112979
WP_000462687.1,2.6.1.1,Escherichia coli,R116,Aspartate transaminase,R00895,MRL,1 C00026; 1 C00097,1 C00025; 1 C00957,Km_C00025: 2.310521364; Km_C00957: 0.907967806; Km_C00026: 0.59; Km_C00097: 0.263825059,Kcat_F: 0.2725491195; Kcat_R: 2.6693459575,C05527;C00957;C00025;C01179;C00082;C00097;C00166;C00079;C05946;C00026;C00036;C00302;C05528;C00506;C00049;C05947;C00606,C05946_KI: 0.856565714;C00079_KI: 0.573835731;C00025_KI: 2.310521364;C05527_KI: 0.679305136;C00166_KI: 0.214944422;C00097_KI: 0.263825059;C00506_KI: 1.337970138;C00026_KI: 0.759377718;C00606_KI: 1.276833773;C00082_KI: 0.365888625;C00049_KI: 1.757862926;C05947_KI: 0.695976257;C00036_KI: 0.293137431;C01179_KI: 0.146892369;C05528_KI: 0.4964104;C00957_KI: 0.907967806;C00302_KI: 2.310521364,Keq: 966.5843723353203
WP_000462687.1,2.6.1.1,Escherichia coli,R117,Aspartate transaminase,R00896,MRL,1 C00026; 1 C00097,1 C00302; 1 C00957,Km_C00302: 2.310521364; Km_C00957: 0.907967806; Km_C00026: 0.59; Km_C00097: 0.263825059,Kcat_F: 0.2725491195; Kcat_R: 2.6693459575,C05527;C00957;C00025;C01179;C00082;C00097;C00166;C00079;C05946;C00026;C00036;C00302;C05528;C00506;C00049;C05947;C00606,C05946_KI: 0.856565714;C00079_KI: 0.573835731;C00025_KI: 2.310521364;C05527_KI: 0.679305136;C00166_KI: 0.214944422;C00097_KI: 0.263825059;C00506_KI: 1.337970138;C00026_KI: 0.759377718;C00606_KI: 1.276833773;C00082_KI: 0.365888625;C00049_KI: 1.757862926;C05947_KI: 0.695976257;C00036_KI: 0.293137431;C01179_KI: 0.146892369;C05528_KI: 0.4964104;C00957_KI: 0.907967806;C00302_KI: 2.310521364,Keq: 966.5843723353426
WP_000462687.1,2.6.1.1,Escherichia coli,R118,Aspartate transaminase,R02433,MRL,1 C00026; 1 C00506,1 C00025; 1 C05528,Km_C00025: 2.310521364; Km_C05528: 0.4964104; Km_C00026: 0.59; Km_C00506: 1.337970138,Kcat_F: 0.7048528445; Kcat_R: 3.5934940754999998,C05527;C00957;C00025;C01179;C00082;C00097;C00166;C00079;C05946;C00026;C00036;C00302;C05528;C00506;C00049;C05947;C00606,C05946_KI: 0.856565714;C00079_KI: 0.573835731;C00025_KI: 2.310521364;C05527_KI: 0.679305136;C00166_KI: 0.214944422;C00097_KI: 0.263825059;C00506_KI: 1.337970138;C00026_KI: 0.759377718;C00606_KI: 1.276833773;C00082_KI: 0.365888625;C00049_KI: 1.757862926;C05947_KI: 0.695976257;C00036_KI: 0.293137431;C01179_KI: 0.146892369;C05528_KI: 0.4964104;C00957_KI: 0.907967806;C00302_KI: 2.310521364,Keq: 39.40998034717323
WP_000462687.1,2.6.1.1,Escherichia coli,R119,Aspartate transaminase,R02619,MRL,1 C00026; 1 C00606,1 C00025; 1 C05527,Km_C00025: 2.310521364; Km_C05527: 0.679305136; Km_C00026: 0.59; Km_C00606: 1.276833773,Kcat_F: 0.8722290914999999; Kcat_R: 2.1534107225,C05527;C00957;C00025;C01179;C00082;C00097;C00166;C00079;C05946;C00026;C00036;C00302;C05528;C00506;C00049;C05947;C00606,C05946_KI: 0.856565714;C00079_KI: 0.573835731;C00025_KI: 2.310521364;C05527_KI: 0.679305136;C00166_KI: 0.214944422;C00097_KI: 0.263825059;C00506_KI: 1.337970138;C00026_KI: 0.759377718;C00606_KI: 1.276833773;C00082_KI: 0.365888625;C00049_KI: 1.757862926;C05947_KI: 0.695976257;C00036_KI: 0.293137431;C01179_KI: 0.146892369;C05528_KI: 0.4964104;C00957_KI: 0.907967806;C00302_KI: 2.310521364,Keq: 42.81284970431118
WP_000462687.1,2.6.1.1,Escherichia coli,R120,Aspartate transaminase,R05052,MRL,1 C00026; 1 C05947,1 C00025; 1 C05946,Km_C00025: 2.310521364; Km_C05946: 0.856565714; Km_C00026: 0.59; Km_C05947: 0.695976257,Kcat_F: 1.434544761; Kcat_R: 1.5390570444999998,C05527;C00957;C00025;C01179;C00082;C00097;C00166;C00079;C05946;C00026;C00036;C00302;C05528;C00506;C00049;C05947;C00606,C05946_KI: 0.856565714;C00079_KI: 0.573835731;C00025_KI: 2.310521364;C05527_KI: 0.679305136;C00166_KI: 0.214944422;C00097_KI: 0.263825059;C00506_KI: 1.337970138;C00026_KI: 0.759377718;C00606_KI: 1.276833773;C00082_KI: 0.365888625;C00049_KI: 1.757862926;C05947_KI: 0.695976257;C00036_KI: 0.293137431;C01179_KI: 0.146892369;C05528_KI: 0.4964104;C00957_KI: 0.907967806;C00302_KI: 2.310521364,Keq: 43.371047462151346
WP_000799969.1,1.2.1.11,Escherichia coli,R121,Aspartate-semialdehyde dehydrogenase,R02291,MRL,1 C00006; 1 C00009; 1 C00441,1 C00005; 1 C00080; 1 C03082,Km_C00005: 0.047163811; Km_C00080: 3.864613771; Km_C03082: 0.193837956; Km_C00006: 562.5500000000001; Km_C00009: 1.101975083; Km_C00441: 0.2,Kcat_F: 141.94885694666667; Kcat_R: 109.543413405,C00006;C00441;C00005;C00009;C03082;C00080,C00006_KI: 0.075580724;C00005_KI: 0.047163811;C00080_KI: 3.864613771;C00009_KI: 1.101975083;C03082_KI: 0.193837956;C00441_KI: 0.221252576,Keq: 17499.387487988108
,2.3.3.8,Escherichia coli,R123,Atp citrate synthase,R00352,MRL,1 C00002; 1 C00010; 1 C00158,1 C00008; 1 C00009; 1 C00024; 1 C00036,Km_C00008: 11.421359055528603; Km_C00009: 11.421359055528603; Km_C00024: 11.421359055528603; Km_C00036: 11.421359055528603; Km_C00002: 11.421359055528603; Km_C00010: 11.421359055528603; Km_C00158: 11.421359055528603,Kcat_F: 19.78221183941891; Kcat_R: 19.78221183941891,C00036;C00008,C00036_KI: 0.18;C00008_KI: 0.1,Keq: 0.02520442315960882
,3.2.1.21,Escherichia coli,R129,Beta-glucosidase,R00306,MRL,1 C00001; 1 C00185,2 C00031,Km_C00031: 4.007536411; Km_C00001: 0.826479375; Km_C00185: 2.858436584,Kcat_F: 3.7550055325000002; Kcat_R: 3.25420191,C05839;C01798;C00760;C05712;C05713;C00185;C05838;C00001;C00031;C00267;C01335;C00221,C05713_KI: 2.275636498714286;C00760_KI: 2.275636498714286;C00221_KI: 4.007536411;C05712_KI: 2.275636498714286;C05838_KI: 0.047857631;C00031_KI: 4.007536411;C01798_KI: 2.275636498714286;C00001_KI: 0.826479375;C00185_KI: 2.858436584;C05839_KI: 0.174072668;C01335_KI: 2.275636498714286;C00267_KI: 4.007536411,Keq: 174.95330633871794
,3.2.1.21,Escherichia coli,R130,Beta-glucosidase,R02887,MRL,1 C00001; 1 C00760,1 C00221; 1 C00760,Km_C00221: 4.007536411; Km_C00760: 2.417007893; Km_C00001: 0.826479375,Kcat_F: 2.29805655; Kcat_R: 3.25420191,C05839;C01798;C00760;C05712;C05713;C00185;C05838;C00001;C00031;C00267;C01335;C00221,C05713_KI: 2.275636498714286;C00760_KI: 2.275636498714286;C00221_KI: 4.007536411;C05712_KI: 2.275636498714286;C05838_KI: 0.047857631;C00031_KI: 4.007536411;C01798_KI: 2.275636498714286;C00001_KI: 0.826479375;C00185_KI: 2.858436584;C05839_KI: 0.174072668;C01335_KI: 2.275636498714286;C00267_KI: 4.007536411,Keq: 1e-12
,3.2.1.21,Escherichia coli,R131,Beta-glucosidase,R03527,MRL,1 C00001; 1 C01798,1 C00267; 1 C01335,Km_C00267: 4.007536411; Km_C01335: 2.417007893; Km_C00001: 0.826479375; Km_C01798: 2.417007893,Kcat_F: 2.29805655; Kcat_R: 3.25420191,C05839;C01798;C00760;C05712;C05713;C00185;C05838;C00001;C00031;C00267;C01335;C00221,C05713_KI: 2.275636498714286;C00760_KI: 2.275636498714286;C00221_KI: 4.007536411;C05712_KI: 2.275636498714286;C05838_KI: 0.047857631;C00031_KI: 4.007536411;C01798_KI: 2.275636498714286;C00001_KI: 0.826479375;C00185_KI: 2.858436584;C05839_KI: 0.174072668;C01335_KI: 2.275636498714286;C00267_KI: 4.007536411,Keq: 1
WP_000089084.1,1.2.1.8,Escherichia coli,R132,Betaine-aldehyde dehydrogenase,R02565,MRL,1 C00001; 1 C00003; 1 C00576,1 C00004; 2 C00080; 1 C00719,Km_C00004: 0.056657359; Km_C00080: 0.653245747; Km_C00719: 1.157301188; Km_C00001: 0.683857381; Km_C00003: 0.166155353; Km_C00576: 0.13,Kcat_F: 11.865681222666666; Kcat_R: 7.030989975000001,C00006;C00003;C00004;C00001;C00005;C00719;C00080;C00576,C00006_KI: 0.085042663;C00005_KI: 0.037206434;C00004_KI: 0.056657359;C00719_KI: 1.157301188;C00003_KI: 0.166155353;C00080_KI: 0.653245747;C00001_KI: 0.683857381;C00576_KI: 1.354977608,Keq: 27442873.74496201
WP_000089084.1,1.2.1.8,Escherichia coli,R133,Betaine-aldehyde dehydrogenase,R02566,MRL,1 C00001; 1 C00006; 1 C00576,1 C00005; 2 C00080; 1 C00719,Km_C00005: 0.037206434; Km_C00080: 0.653245747; Km_C00719: 1.157301188; Km_C00001: 0.683857381; Km_C00006: 0.57125; Km_C00576: 0.13,Kcat_F: 11.949411180666667; Kcat_R: 7.0552498495,C00006;C00003;C00004;C00001;C00005;C00719;C00080;C00576,C00006_KI: 0.085042663;C00005_KI: 0.037206434;C00004_KI: 0.056657359;C00719_KI: 1.157301188;C00003_KI: 0.166155353;C00080_KI: 0.653245747;C00001_KI: 0.683857381;C00576_KI: 1.354977608,Keq: 27419135.430975474
WP_000208515.1,2.6.1.42,Escherichia coli,R151,Branched-chain-amino-acid transaminase,R01090,MRL,1 C00026; 1 C00123,1 C00025; 1 C00233,Km_C00025: 1.569196939; Km_C00233: 0.929303646; Km_C00026: 1.848888888888889; Km_C00123: 0.594790995,Kcat_F: 0.366190196; Kcat_R: 0.310941017,C00025;C00233;C00671;C00026;C00407;C00123;C00183;C00141,C00407_KI: 0.771805584;C00141_KI: 0.903015196;C00025_KI: 1.569196939;C00123_KI: 0.594790995;C00671_KI: 0.955110371;C00233_KI: 0.929303646;C00183_KI: 0.826489449;C00026_KI: 0.717073381,Keq: 0.877710076946079
WP_000208515.1,2.6.1.42,Escherichia coli,R152,Branched-chain-amino-acid transaminase,R01214,MRL,1 C00026; 1 C00183,1 C00025; 1 C00141,Km_C00025: 1.569196939; Km_C00141: 1.64; Km_C00026: 1.848888888888889; Km_C00183: 0.826489449,Kcat_F: 0.3163567505; Kcat_R: 8.690941017,C00025;C00233;C00671;C00026;C00407;C00123;C00183;C00141,C00407_KI: 0.771805584;C00141_KI: 0.903015196;C00025_KI: 1.569196939;C00123_KI: 0.594790995;C00671_KI: 0.955110371;C00233_KI: 0.929303646;C00183_KI: 0.826489449;C00026_KI: 0.717073381,Keq: 0.49852400666381
WP_000208515.1,2.6.1.42,Escherichia coli,R153,Branched-chain-amino-acid transaminase,R02199,MRL,1 C00026; 1 C00407,1 C00025; 1 C00671,Km_C00025: 1.569196939; Km_C00671: 0.2; Km_C00026: 1.848888888888889; Km_C00407: 0.771805584,Kcat_F: 0.43168874150000003; Kcat_R: 0.3669039055,C00025;C00233;C00671;C00026;C00407;C00123;C00183;C00141,C00407_KI: 0.771805584;C00141_KI: 0.903015196;C00025_KI: 1.569196939;C00123_KI: 0.594790995;C00671_KI: 0.955110371;C00233_KI: 0.929303646;C00183_KI: 0.826489449;C00026_KI: 0.717073381,Keq: 10.938692502282375
WP_001297933.1,4.2.3.5,Escherichia coli,R156,Chorismate synthase,R01714,MRL,1 C01269,1 C00009; 1 C00251,Km_C00009: 0.245119825; Km_C00251: 0.008625814; Km_C01269: 0.00175,Kcat_F: 2.763376874; Kcat_R: 0.1566558805,C00251;C01269;C00009,C01269_KI: 0.013534298;C00251_KI: 0.008625814;C00009_KI: 0.245119825,Keq: 96861033.34091416
,2.3.3.16,Escherichia coli,R157,Citrate synthase,R00351,MRL,1 C00010; 1 C00158,1 C00001; 1 C00024; 1 C00036,Km_C00158: 0.206155464; Km_C00010: 0.065331496; Km_C00024: 0.052596927; Km_C00001: 0.965167284; Km_C00036: 0.069584779,Kcat_F: 33.803514055; Kcat_R: 47.3506715233333,C00158HCT,C00158HCT_KI: 0.206155464,Keq: 1.6057484977815639e-07
