Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_001005579.1,4.1.1.31,Escherichia coli,R110,Phosphoenolpyruvate carboxylase,R00345,MRL,C00009; C00036,C00001; C00011; C00074,Km_C00001: 0.812425554; Km_C00011: 1.559197068; Km_C00074: 0.19; Km_C00009: 1.123651147; Km_C00036: 0.484438777,Kcat_F: 1.9991497465; Kcat_R: 182.13826616166668,C13563;C00008;C00011;C00001;C00036;C00149;C00158;C00044;C16433;C00002;C00049;C00009;C00074,C00074_KI: 0.505822182;C00008_KI: 0.061705783;C13563_KI: 0.7032153944545455;C00009_KI: 1.123651147;C00036_KI: 0.484438777;C00002_KI: 0.063583925;C00044_KI: 0.068974599;C00149_KI: 0.898081243;C00158_KI: 0.988170266;C00049_KI: 1.169318795;C16433_KI: 0.7032153944545455;C00001_KI: 0.812425554;C00011_KI: 1.559197068,Keq: 8.730133459842129e-08
WP_000195061.1,1.4.4.2,Escherichia coli,R114,Glycine dehydrogenase (aminomethyl-transferring),R03425,MRL,C00037; C02051,C00011; C01242,Km_C00011: 1.169795871; Km_C01242: 2.101050198; Km_C00037: 3.032304525; Km_C02051: 2.101050198,Kcat_F: 2.631662783; Kcat_R: 4.818350786,C00037;C01242;C00003;C00101;C00014;C00004;C00011;C00143;C02051;C00080,C00003_KI: 0.143204287;C01242_KI: 1.3873228035;C00004_KI: 0.05554235;C00101_KI: 0.104562275;C00037_KI: 3.032304525;C00011_KI: 1.169795871;C00080_KI: 1.926282167;C02051_KI: 1.3873228035;C00143_KI: 0.049179409;C00014_KI: 4.617711544,Keq: 1
WP_000195061.1,1.4.4.2,Escherichia coli,R115,Glycine dehydrogenase (aminomethyl-transferring),R01221,MRL,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.05554235; Km_C00011: 1.169795871; Km_C00014: 4.617711544; Km_C00080: 1.926282167; Km_C00143: 0.049179409; Km_C00003: 0.143204287; Km_C00037: 3.032304525; Km_C00101: 0.104562275,Kcat_F: 4.200407821; Kcat_R: 7.395899598,C00037;C01242;C00003;C00101;C00014;C00004;C00011;C00143;C02051;C00080,C00003_KI: 0.143204287;C01242_KI: 1.3873228035;C00004_KI: 0.05554235;C00101_KI: 0.104562275;C00037_KI: 3.032304525;C00011_KI: 1.169795871;C00080_KI: 1.926282167;C02051_KI: 1.3873228035;C00143_KI: 0.049179409;C00014_KI: 4.617711544,Keq: 0.00014118454869627972
WP_000034372.1,4.1.2.13,Escherichia coli,R116,Fructose-bisphosphate aldolase,R01068,MRL,C00354,C00111; C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C00354: 0.18,Kcat_F: 6.242500000000001; Kcat_R: 3.7595076315,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 8.703975959054509e-05
WP_000034372.1,4.1.2.13,Escherichia coli,R117,Fructose-bisphosphate aldolase,R01070,MRL,C05378,C00111; C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C05378: 0.103718825,Kcat_F: 0.439722953; Kcat_R: 3.7595076315,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 0.00013655148818834327
WP_000034372.1,4.1.2.13,Escherichia coli,R118,Fructose-bisphosphate aldolase,R01829,MRL,C00447,C00111; C00279,Km_C00111: 0.219039723; Km_C00279: 0.159231856; Km_C00447: 0.078385606,Kcat_F: 2.649514207; Kcat_R: 2.9558872515,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 0.00020935268260097612
WP_000034372.1,4.1.2.13,Escherichia coli,R119,Fructose-bisphosphate aldolase,R02568,MRL,C01094,C00111; C00577,Km_C00111: 0.219039723; Km_C00577: 1.749873877; Km_C01094: 0.699701726,Kcat_F: 0.462073109; Kcat_R: 3.55576296,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 8.493038158429194e-06
WP_001062128.1,2.5.1.6,Escherichia coli,R125,Methionine adenosyltransferase,R00177,MRL,C00009; C00013; C00019,C00001; C00002; C00073,Km_C00001: 1.070862532; Km_C00002: 0.117182642; Km_C00073: 0.466537207; Km_C00009: 1.239684701; Km_C00013: 0.28967458; Km_C00019: 0.048553739,Kcat_F: 0.23178606633333335; Kcat_R: 4.872040699333334,C00019;C00013;C05335;C05691;C00001;C00002;C00009;C00073,C00019_KI: 0.048553739;C00073_KI: 0.466537207;C05691_KI: 0.054899752;C00001_KI: 1.070862532;C00002_KI: 0.117182642;C00009_KI: 1.239684701;C00013_KI: 0.28967458;C05335_KI: 0.808324754,Keq: 1
WP_001062128.1,2.5.1.6,Escherichia coli,R126,Methionine adenosyltransferase,R04771,MRL,C00001; C00002; C05335,C00009; C00013; C05691,Km_C00009: 1.239684701; Km_C00013: 0.28967458; Km_C05691: 0.054899752; Km_C00001: 1.070862532; Km_C00002: 0.117182642; Km_C05335: 0.808324754,Kcat_F: 3.411925718666667; Kcat_R: 1.1131538493333333,C00019;C00013;C05335;C05691;C00001;C00002;C00009;C00073,C00019_KI: 0.048553739;C00073_KI: 0.466537207;C05691_KI: 0.054899752;C00001_KI: 1.070862532;C00002_KI: 0.117182642;C00009_KI: 1.239684701;C00013_KI: 0.28967458;C05335_KI: 0.808324754,Keq: 1
WP_000091148.1,2.7.1.40,Escherichia coli,R130,Pyruvate kinase,R00200,MRL,C00002; C00022,C00008; C00074,Km_C00008: 0.051032659; Km_C00074: 0.144000247; Km_C00002: 0.044206705; Km_C00022: 0.87643075,Kcat_F: 10.6279720875; Kcat_R: 7.9375634995,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 4.102500437533981e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R131,Pyruvate kinase,R00430,MRL,C00022; C00044,C00035; C00074,Km_C00035: 0.031300213; Km_C00074: 0.144000247; Km_C00022: 0.87643075; Km_C00044: 0.055115532,Kcat_F: 6.149742624; Kcat_R: 3.753631475,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 1.3977566189344776e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R132,Pyruvate kinase,R00572,MRL,C00022; C00063,C00074; C00112,Km_C00074: 0.144000247; Km_C00112: 0.036078647; Km_C00022: 0.87643075; Km_C00063: 0.066866696,Kcat_F: 8.4072842075; Kcat_R: 9.3889003745,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 4.548142427643802e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R133,Pyruvate kinase,R00659,MRL,C00022; C00075,C00015; C00074,Km_C00015: 0.152999684; Km_C00074: 0.144000247; Km_C00022: 0.87643075; Km_C00075: 0.223727554,Kcat_F: 6.6693660065; Kcat_R: 5.188231512,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 3.4618394465876975e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R134,Pyruvate kinase,R00724,MRL,C00022; C00081,C00074; C00104,Km_C00074: 0.144000247; Km_C00104: 0.055906694; Km_C00022: 0.87643075; Km_C00081: 0.071252503,Kcat_F: 8.4022360785; Kcat_R: 8.0710157245,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 6.947629964764243e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R135,Pyruvate kinase,R01138,MRL,C00022; C00131,C00074; C00206,Km_C00074: 0.144000247; Km_C00206: 0.018646972; Km_C00022: 0.87643075; Km_C00131: 0.016942503,Kcat_F: 6.3872338345; Kcat_R: 4.48425701,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 0.00010749507802838257
WP_000091148.1,2.7.1.40,Escherichia coli,R136,Pyruvate kinase,R01858,MRL,C00022; C00286,C00074; C00361,Km_C00074: 0.144000247; Km_C00361: 0.019646076; Km_C00022: 0.87643075; Km_C00286: 0.020049427,Kcat_F: 5.8438467575; Kcat_R: 2.8184920695000004,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 8.377368619650722e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R137,Pyruvate kinase,R02320,MRL,C00022; C00201,C00074; C00454,Km_C00074: 0.144000247; Km_C00454: 0.5102154985; Km_C00022: 0.87643075; Km_C00201: 0.5102154985,Kcat_F: 11.49611796; Kcat_R: 5.425748579,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 1
WP_000086722.1,2.3.1.8,Escherichia coli,R138,Phosphate acetyltransferase,R00230,MRL,C00009; C00024,C00010; C00227,Km_C00010: 0.067; Km_C00227: 0.9; Km_C00009: 0.737116456; Km_C00024: 0.045,Kcat_F: 129.904416; Kcat_R: 195.3815149,C00022;C00100;C00008;C01478;C00227;C00004;C00059;C00024;C00010;C00005;C00002;C02876;C11215;C00009;C00074,C00002_KI: 0.036567155;C00008_KI: 0.056197777;C00010_KI: 0.037211694;C00074_KI: 0.147454277;C00005_KI: 0.014817288;C00100_KI: 0.032027643;C02876_KI: 0.271658391;C00004_KI: 0.024499679;C01478_KI: 0.575060606;C00009_KI: 0.737116456;C11215_KI: 0.20915413278571426;C00227_KI: 0.287804723;C00022_KI: 0.35437724;C00059_KI: 0.321515918;C00024_KI: 0.031849012,Keq: 0.03018794532971716
WP_000086722.1,2.3.1.8,Escherichia coli,R139,Phosphate acetyltransferase,R00921,MRL,C00009; C00100,C00010; C02876,Km_C00010: 0.067; Km_C02876: 0.271658391; Km_C00009: 0.737116456; Km_C00100: 0.032027643,Kcat_F: 168.99879090000002; Kcat_R: 139.66950745,C00022;C00100;C00008;C01478;C00227;C00004;C00059;C00024;C00010;C00005;C00002;C02876;C11215;C00009;C00074,C00002_KI: 0.036567155;C00008_KI: 0.056197777;C00010_KI: 0.037211694;C00074_KI: 0.147454277;C00005_KI: 0.014817288;C00100_KI: 0.032027643;C02876_KI: 0.271658391;C00004_KI: 0.024499679;C01478_KI: 0.575060606;C00009_KI: 0.737116456;C11215_KI: 0.20915413278571426;C00227_KI: 0.287804723;C00022_KI: 0.35437724;C00059_KI: 0.321515918;C00024_KI: 0.031849012,Keq: 0.00023954653771310122
WP_001127419.1,4.2.1.9,Escherichia coli,R162,Dihydroxy-acid dehydratase,R01209,MRL,C04039,C00001; C00141,Km_C00001: 3.342954397; Km_C00141: 0.432823241; Km_C04039: 1.5,Kcat_F: 12.39697346; Kcat_R: 8.578950342,C06007;C00671;C04039;C00001;C00141;C04272,C00141_KI: 0.432823241;C04039_KI: 0.426905453;C00671_KI: 0.513797998;C00001_KI: 3.342954397;C06007_KI: 0.771898925;C04272_KI: 0.426905453,Keq: 2974719.667973546
WP_001127419.1,4.2.1.9,Escherichia coli,R163,Dihydroxy-acid dehydratase,R04441,MRL,C04272,C00001; C00141,Km_C00001: 3.342954397; Km_C00141: 0.432823241; Km_C04272: 0.426905453,Kcat_F: 12.39697346; Kcat_R: 8.578950342,C06007;C00671;C04039;C00001;C00141;C04272,C00141_KI: 0.432823241;C04039_KI: 0.426905453;C00671_KI: 0.513797998;C00001_KI: 3.342954397;C06007_KI: 0.771898925;C04272_KI: 0.426905453,Keq: 2974719.667973546
WP_001127419.1,4.2.1.9,Escherichia coli,R164,Dihydroxy-acid dehydratase,R05070,MRL,C06007,C00001; C00671,Km_C00001: 3.342954397; Km_C00671: 0.513797998; Km_C06007: 0.771898925,Kcat_F: 9.769987938; Kcat_R: 5.782628785,C06007;C00671;C04039;C00001;C00141;C04272,C00141_KI: 0.432823241;C04039_KI: 0.426905453;C00671_KI: 0.513797998;C00001_KI: 3.342954397;C06007_KI: 0.771898925;C04272_KI: 0.426905453,Keq: 2971833.392132661
WP_001295247.1,4.1.99.1,Escherichia coli,R167,Tryptophanase,R00673,MRL,C00001; C00078,C00014; C00022; C00463,Km_C00014: 14.70998764; Km_C00022: 10.0; Km_C00463: 0.019; Km_C00001: 10.89367962; Km_C00078: 0.338006228,Kcat_F: 1.612228325; Kcat_R: 2.7298971626666666,C00022;C00463;C00078;C00014;C00001,C00001_KI: 10.89367962;C00463_KI: 0.110456236;C00078_KI: 0.338006228;C00014_KI: 14.70998764;C00022_KI: 12.57760429,Keq: 0.00025477903553073803
WP_000817178.1,2.3.1.41,Escherichia coli,R178,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R02768,MRL,C00173; C01209,C00011; C00229; C00685,Km_C00011: 0.139709994; Km_C00229: 0.07560499700000001; Km_C00685: 0.07560499700000001; Km_C00173: 0.07560499700000001; Km_C01209: 0.0115,Kcat_F: 0.011; Kcat_R: 3.630524813,C05745;C05750;C01209;C05762;C00173;C05223;C03939;C05752;C05756;C05746;C00229;C05755;C00011;C05764;C05749;C05759;C16219;C05753;C05761;C05744;C00685,C05759_KI: 0.0747066095;C05744_KI: 0.0747066095;C05755_KI: 0.0747066095;C16219_KI: 0.009703225;C01209_KI: 0.0747066095;C00229_KI: 0.0747066095;C05752_KI: 0.0747066095;C05749_KI: 0.0747066095;C05223_KI: 0.0747066095;C05753_KI: 0.0747066095;C00011_KI: 0.139709994;C05764_KI: 0.0747066095;C05761_KI: 0.0747066095;C00173_KI: 0.0747066095;C05762_KI: 0.0747066095;C05756_KI: 0.0747066095;C03939_KI: 0.0747066095;C00685_KI: 0.0747066095;C05750_KI: 0.0747066095;C05746_KI: 0.0747066095;C05745_KI: 0.0747066095,Keq: 1
WP_000817178.1,2.3.1.41,Escherichia coli,R179,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04355,MRL,C01209; C03939,C00011; C00229; C05744,Km_C00011: 0.139709994; Km_C00229: 0.07623666466666668; Km_C05744: 0.07623666466666668; Km_C01209: 0.0115; Km_C03939: 0.07750000000000001,Kcat_F: 0.011; Kcat_R: 3.630524813,C05745;C05750;C01209;C05762;C00173;C05223;C03939;C05752;C05756;C05746;C00229;C05755;C00011;C05764;C05749;C05759;C16219;C05753;C05761;C05744;C00685,C05759_KI: 0.0747066095;C05744_KI: 0.0747066095;C05755_KI: 0.0747066095;C16219_KI: 0.009703225;C01209_KI: 0.0747066095;C00229_KI: 0.0747066095;C05752_KI: 0.0747066095;C05749_KI: 0.0747066095;C05223_KI: 0.0747066095;C05753_KI: 0.0747066095;C00011_KI: 0.139709994;C05764_KI: 0.0747066095;C05761_KI: 0.0747066095;C00173_KI: 0.0747066095;C05762_KI: 0.0747066095;C05756_KI: 0.0747066095;C03939_KI: 0.0747066095;C00685_KI: 0.0747066095;C05750_KI: 0.0747066095;C05746_KI: 0.0747066095;C05745_KI: 0.0747066095,Keq: 1
WP_000817178.1,2.3.1.41,Escherichia coli,R180,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04726,MRL,C01209; C05223,C00011; C00229; C05759,Km_C00011: 0.139709994; Km_C00229: 0.07560499700000001; Km_C05759: 0.07560499700000001; Km_C01209: 0.0115; Km_C05223: 0.07560499700000001,Kcat_F: 0.011; Kcat_R: 3.630524813,C05745;C05750;C01209;C05762;C00173;C05223;C03939;C05752;C05756;C05746;C00229;C05755;C00011;C05764;C05749;C05759;C16219;C05753;C05761;C05744;C00685,C05759_KI: 0.0747066095;C05744_KI: 0.0747066095;C05755_KI: 0.0747066095;C16219_KI: 0.009703225;C01209_KI: 0.0747066095;C00229_KI: 0.0747066095;C05752_KI: 0.0747066095;C05749_KI: 0.0747066095;C05223_KI: 0.0747066095;C05753_KI: 0.0747066095;C00011_KI: 0.139709994;C05764_KI: 0.0747066095;C05761_KI: 0.0747066095;C00173_KI: 0.0747066095;C05762_KI: 0.0747066095;C05756_KI: 0.0747066095;C03939_KI: 0.0747066095;C00685_KI: 0.0747066095;C05750_KI: 0.0747066095;C05746_KI: 0.0747066095;C05745_KI: 0.0747066095,Keq: 1
WP_000817178.1,2.3.1.41,Escherichia coli,R181,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04952,MRL,C01209; C05745,C00011; C00229; C05746,Km_C00011: 0.139709994; Km_C00229: 0.07560499700000001; Km_C05746: 0.07560499700000001; Km_C01209: 0.0115; Km_C05745: 0.07560499700000001,Kcat_F: 0.011; Kcat_R: 3.630524813,C05745;C05750;C01209;C05762;C00173;C05223;C03939;C05752;C05756;C05746;C00229;C05755;C00011;C05764;C05749;C05759;C16219;C05753;C05761;C05744;C00685,C05759_KI: 0.0747066095;C05744_KI: 0.0747066095;C05755_KI: 0.0747066095;C16219_KI: 0.009703225;C01209_KI: 0.0747066095;C00229_KI: 0.0747066095;C05752_KI: 0.0747066095;C05749_KI: 0.0747066095;C05223_KI: 0.0747066095;C05753_KI: 0.0747066095;C00011_KI: 0.139709994;C05764_KI: 0.0747066095;C05761_KI: 0.0747066095;C00173_KI: 0.0747066095;C05762_KI: 0.0747066095;C05756_KI: 0.0747066095;C03939_KI: 0.0747066095;C00685_KI: 0.0747066095;C05750_KI: 0.0747066095;C05746_KI: 0.0747066095;C05745_KI: 0.0747066095,Keq: 1
WP_000817178.1,2.3.1.41,Escherichia coli,R182,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04957,MRL,C01209; C05749,C00011; C00229; C05750,Km_C00011: 0.139709994; Km_C00229: 0.07560499700000001; Km_C05750: 0.07560499700000001; Km_C01209: 0.0115; Km_C05749: 0.07560499700000001,Kcat_F: 0.011; Kcat_R: 3.630524813,C05745;C05750;C01209;C05762;C00173;C05223;C03939;C05752;C05756;C05746;C00229;C05755;C00011;C05764;C05749;C05759;C16219;C05753;C05761;C05744;C00685,C05759_KI: 0.0747066095;C05744_KI: 0.0747066095;C05755_KI: 0.0747066095;C16219_KI: 0.009703225;C01209_KI: 0.0747066095;C00229_KI: 0.0747066095;C05752_KI: 0.0747066095;C05749_KI: 0.0747066095;C05223_KI: 0.0747066095;C05753_KI: 0.0747066095;C00011_KI: 0.139709994;C05764_KI: 0.0747066095;C05761_KI: 0.0747066095;C00173_KI: 0.0747066095;C05762_KI: 0.0747066095;C05756_KI: 0.0747066095;C03939_KI: 0.0747066095;C00685_KI: 0.0747066095;C05750_KI: 0.0747066095;C05746_KI: 0.0747066095;C05745_KI: 0.0747066095,Keq: 1
