Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
WP_000506490.1,1.3.1.9,Escherichia coli,R102,Enoyl-[acyl-carrier-protein] reductase (nadh),R04961,MRL,C00003; C05755,C00004; C00080; C05754,Km_C00004: 0.01; Km_C00080: 2.896291494; Km_C05754: 0.9941391999999999; Km_C00003: 0.076126106; Km_C05755: 0.9941391999999999,Kcat_F: 1.488236809; Kcat_R: 0.832269092,C00080;C00693;C05223;C05761;C05749;C05745;C05755;C04246;C00173;C05751;C00003;C05760;C00004;C05754;C05763;C05758;C05748;C05764;C05752,C00004_KI: 0.036225535;C00173_KI: 1.0028810449999999;C05763_KI: 1.0028810449999999;C00693_KI: 1.0028810449999999;C05745_KI: 1.0028810449999999;C05761_KI: 1.0028810449999999;C05223_KI: 1.0028810449999999;C05752_KI: 1.0028810449999999;C05764_KI: 1.0028810449999999;C05755_KI: 1.0028810449999999;C05749_KI: 1.0028810449999999;C05758_KI: 1.0028810449999999;C05751_KI: 1.0028810449999999;C00080_KI: 2.896291494;C05748_KI: 1.0028810449999999;C04246_KI: 1.0028810449999999;C05760_KI: 1.0028810449999999;C05754_KI: 1.0028810449999999;C00003_KI: 0.076126106
WP_000506490.1,1.3.1.9,Escherichia coli,R103,Enoyl-[acyl-carrier-protein] reductase (nadh),R04966,MRL,C00003; C05761,C00004; C00080; C05760,Km_C00004: 0.01; Km_C00080: 2.896291494; Km_C05760: 0.9941391999999999; Km_C00003: 0.076126106; Km_C05761: 0.9941391999999999,Kcat_F: 1.488236809; Kcat_R: 0.832269092,C00080;C00693;C05223;C05761;C05749;C05745;C05755;C04246;C00173;C05751;C00003;C05760;C00004;C05754;C05763;C05758;C05748;C05764;C05752,C00004_KI: 0.036225535;C00173_KI: 1.0028810449999999;C05763_KI: 1.0028810449999999;C00693_KI: 1.0028810449999999;C05745_KI: 1.0028810449999999;C05761_KI: 1.0028810449999999;C05223_KI: 1.0028810449999999;C05752_KI: 1.0028810449999999;C05764_KI: 1.0028810449999999;C05755_KI: 1.0028810449999999;C05749_KI: 1.0028810449999999;C05758_KI: 1.0028810449999999;C05751_KI: 1.0028810449999999;C00080_KI: 2.896291494;C05748_KI: 1.0028810449999999;C04246_KI: 1.0028810449999999;C05760_KI: 1.0028810449999999;C05754_KI: 1.0028810449999999;C00003_KI: 0.076126106
WP_000506490.1,1.3.1.9,Escherichia coli,R104,Enoyl-[acyl-carrier-protein] reductase (nadh),R04969,MRL,C00003; C05764,C00004; C00080; C05763,Km_C00004: 0.01; Km_C00080: 2.896291494; Km_C05763: 0.9941391999999999; Km_C00003: 0.076126106; Km_C05764: 0.9941391999999999,Kcat_F: 1.488236809; Kcat_R: 0.832269092,C00080;C00693;C05223;C05761;C05749;C05745;C05755;C04246;C00173;C05751;C00003;C05760;C00004;C05754;C05763;C05758;C05748;C05764;C05752,C00004_KI: 0.036225535;C00173_KI: 1.0028810449999999;C05763_KI: 1.0028810449999999;C00693_KI: 1.0028810449999999;C05745_KI: 1.0028810449999999;C05761_KI: 1.0028810449999999;C05223_KI: 1.0028810449999999;C05752_KI: 1.0028810449999999;C05764_KI: 1.0028810449999999;C05755_KI: 1.0028810449999999;C05749_KI: 1.0028810449999999;C05758_KI: 1.0028810449999999;C05751_KI: 1.0028810449999999;C00080_KI: 2.896291494;C05748_KI: 1.0028810449999999;C04246_KI: 1.0028810449999999;C05760_KI: 1.0028810449999999;C05754_KI: 1.0028810449999999;C00003_KI: 0.076126106
WP_000506490.1,1.3.1.9,Escherichia coli,R105,Enoyl-[acyl-carrier-protein] reductase (nadh),R04429,MRL,C00003; C05745,C00004; C00080; C04246,Km_C00004: 0.01; Km_C00080: 2.896291494; Km_C04246: 0.9941391999999999; Km_C00003: 0.076126106; Km_C05745: 0.9941391999999999,Kcat_F: 1.488236809; Kcat_R: 0.832269092,C00080;C00693;C05223;C05761;C05749;C05745;C05755;C04246;C00173;C05751;C00003;C05760;C00004;C05754;C05763;C05758;C05748;C05764;C05752,C00004_KI: 0.036225535;C00173_KI: 1.0028810449999999;C05763_KI: 1.0028810449999999;C00693_KI: 1.0028810449999999;C05745_KI: 1.0028810449999999;C05761_KI: 1.0028810449999999;C05223_KI: 1.0028810449999999;C05752_KI: 1.0028810449999999;C05764_KI: 1.0028810449999999;C05755_KI: 1.0028810449999999;C05749_KI: 1.0028810449999999;C05758_KI: 1.0028810449999999;C05751_KI: 1.0028810449999999;C00080_KI: 2.896291494;C05748_KI: 1.0028810449999999;C04246_KI: 1.0028810449999999;C05760_KI: 1.0028810449999999;C05754_KI: 1.0028810449999999;C00003_KI: 0.076126106
WP_012767778.1,1.11.1.21,Escherichia coli,R106,Catalase-peroxidase,R00009,MRL,C00027,C00001; C00007,Km_C00001: 1.448194742; Km_C00007: 0.114121616; Km_C00027: 3.050466299,Kcat_F: 1232.352714; Kcat_R: 23.65764618,C00007;C00030;C00001;C00028;C00027,C00028_KI: 1.537594219;C00027_KI: 3.050466299;C00007_KI: 0.114121616;C00030_KI: 1.537594219;C00001_KI: 1.448194742
WP_012767778.1,1.11.1.21,Escherichia coli,R107,Catalase-peroxidase,R03532,MRL,C00027; C00030,C00001; C00028,Km_C00001: 1.448194742; Km_C00028: 2.2493305205; Km_C00027: 3.050466299; Km_C00030: 2.2493305205,Kcat_F: 1232.352714; Kcat_R: 1.34251444,C00007;C00030;C00001;C00028;C00027,C00028_KI: 1.537594219;C00027_KI: 3.050466299;C00007_KI: 0.114121616;C00030_KI: 1.537594219;C00001_KI: 1.448194742
WP_001157886.1,6.1.1.4,Escherichia coli,R108,Leucine-trna ligase,R03657,MRL,C00002; C00123; C01645,C00013; C00020; C02047,Km_C00013: 0.073589049; Km_C00020: 0.062845066; Km_C02047: 1.0; Km_C00002: 0.054785959; Km_C00123: 0.017924244; Km_C01645: 1.034,Kcat_F: 2.157702088666667; Kcat_R: 2.53637798,C00123;C02047;C00020;C00013;C01645;C00002,C00013_KI: 0.073589049;C01645_KI: 0.0522860795;C00123_KI: 0.017924244;C02047_KI: 0.0522860795;C00020_KI: 0.062845066;C00002_KI: 0.054785959
WP_000136788.1,2.7.1.30,Escherichia coli,R109,Glycerol kinase,R00847,MRL,C00002; C00116,C00008; C00093,Km_C00008: 0.023433018; Km_C00093: 0.146136329; Km_C00002: 0.015506073; Km_C00116: 0.106406488,Kcat_F: 5.3466165625; Kcat_R: 5.8155024715,C00002;C00093;C00116;C00008,C00002_KI: 0.015506073;C00116_KI: 0.106406488;C00093_KI: 0.146136329;C00008_KI: 0.023433018
WP_001005579.1,4.1.1.31,Escherichia coli,R110,Phosphoenolpyruvate carboxylase,R00345,MRL,C00009; C00036,C00001; C00011; C00074,Km_C00001: 0.812425554; Km_C00011: 1.559197068; Km_C00074: 0.19; Km_C00009: 1.123651147; Km_C00036: 0.484438777,Kcat_F: 1.9991497465; Kcat_R: 182.13826616166668,C13563;C00044;C00011;C00149;C00049;C00074;C00009;C00002;C00158;C00001;C16433;C00036;C00008,C00158_KI: 0.988170266;C13563_KI: 0.7032153944545455;C00001_KI: 0.812425554;C00149_KI: 0.898081243;C00044_KI: 0.068974599;C00074_KI: 0.505822182;C16433_KI: 0.7032153944545455;C00002_KI: 0.063583925;C00009_KI: 1.123651147;C00049_KI: 1.169318795;C00036_KI: 0.484438777;C00011_KI: 1.559197068;C00008_KI: 0.061705783
WP_001291772.1,6.1.1.14,Escherichia coli,R111,Glycine-trna ligase,R03654,MRL,C00002; C00037; C01642,C00013; C00020; C02412,Km_C00013: 0.058370113; Km_C00020: 0.016059648; Km_C02412: 0.042143158199999996; Km_C00002: 0.017320372; Km_C00037: 0.109865658; Km_C01642: 0.0091,Kcat_F: 7.7915478485000005; Kcat_R: 6.477863011,C00037;C00020;C00013;C02412;C00002;C01642,C00037_KI: 0.109865658;C00020_KI: 0.016059648;C01642_KI: 0.05040394775;C00002_KI: 0.017320372;C00013_KI: 0.058370113;C02412_KI: 0.05040394775
WP_001186650.1,2.3.1.117,Escherichia coli,R112,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate n-succinyltransferase",R04365,MRL,C00001; C00091; C03972,C00010; C04462,Km_C00010: 0.177714095; Km_C04462: 0.304652005; Km_C00001: 2.012990713; Km_C00091: 0.020999999999999998; Km_C03972: 0.517685533,Kcat_F: 35.21180224966667; Kcat_R: 47.964201055,C00091;C04462;C03972;C00001;C00010,C00091_KI: 0.133486509;C04462_KI: 0.304652005;C00001_KI: 2.012990713;C03972_KI: 0.517685533;C00010_KI: 0.177714095
WP_000623136.1,2.7.3.9,Escherichia coli,R113,Phosphoenolpyruvate-protein phosphotransferase,R02628,MRL,C00074; C00615,C00022; C04261,Km_C00022: 0.363707393; Km_C04261: 0.2768536965; Km_C00074: 0.19; Km_C00615: 0.2768536965,Kcat_F: 0.213811689; Kcat_R: 1.430127998,C04261;C00074;C00022;C00615,C04261_KI: 0.2504338695;C00022_KI: 0.363707393;C00615_KI: 0.2504338695;C00074_KI: 0.137160346
WP_000195061.1,1.4.4.2,Escherichia coli,R114,Glycine dehydrogenase (aminomethyl-transferring),R03425,MRL,C00037; C02051,C00011; C01242,Km_C00011: 1.169795871; Km_C01242: 2.101050198; Km_C00037: 3.032304525; Km_C02051: 2.101050198,Kcat_F: 2.631662783; Kcat_R: 4.818350786,C00037;C00003;C00014;C00011;C02051;C00101;C00004;C00143;C01242;C00080,C01242_KI: 1.3873228035;C00003_KI: 0.143204287;C00011_KI: 1.169795871;C00143_KI: 0.049179409;C00014_KI: 4.617711544;C00004_KI: 0.05554235;C00101_KI: 0.104562275;C00080_KI: 1.926282167;C02051_KI: 1.3873228035;C00037_KI: 3.032304525
WP_000195061.1,1.4.4.2,Escherichia coli,R115,Glycine dehydrogenase (aminomethyl-transferring),R01221,MRL,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.05554235; Km_C00011: 1.169795871; Km_C00014: 4.617711544; Km_C00080: 1.926282167; Km_C00143: 0.049179409; Km_C00003: 0.143204287; Km_C00037: 3.032304525; Km_C00101: 0.104562275,Kcat_F: 4.200407821; Kcat_R: 7.395899598,C00037;C00003;C00014;C00011;C02051;C00101;C00004;C00143;C01242;C00080,C01242_KI: 1.3873228035;C00003_KI: 0.143204287;C00011_KI: 1.169795871;C00143_KI: 0.049179409;C00014_KI: 4.617711544;C00004_KI: 0.05554235;C00101_KI: 0.104562275;C00080_KI: 1.926282167;C02051_KI: 1.3873228035;C00037_KI: 3.032304525
WP_000034372.1,4.1.2.13,Escherichia coli,R116,Fructose-bisphosphate aldolase,R01068,MRL,C00354,C00111; C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C00354: 0.18,Kcat_F: 6.242500000000001; Kcat_R: 3.7595076315,C05378;C00345;C00279;C00447;C01094;C00074;C00118;C00577;C00111;C00354;C00284,C00074_KI: 0.096961871;C00345_KI: 0.085602023;C00284_KI: 0.102871358;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C01094_KI: 0.699701726;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C00447_KI: 0.078385606;C00118_KI: 0.376360387;C00279_KI: 0.159231856
WP_000034372.1,4.1.2.13,Escherichia coli,R117,Fructose-bisphosphate aldolase,R01070,MRL,C05378,C00111; C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C05378: 0.103718825,Kcat_F: 0.439722953; Kcat_R: 3.7595076315,C05378;C00345;C00279;C00447;C01094;C00074;C00118;C00577;C00111;C00354;C00284,C00074_KI: 0.096961871;C00345_KI: 0.085602023;C00284_KI: 0.102871358;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C01094_KI: 0.699701726;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C00447_KI: 0.078385606;C00118_KI: 0.376360387;C00279_KI: 0.159231856
WP_000034372.1,4.1.2.13,Escherichia coli,R118,Fructose-bisphosphate aldolase,R01829,MRL,C00447,C00111; C00279,Km_C00111: 0.219039723; Km_C00279: 0.159231856; Km_C00447: 0.078385606,Kcat_F: 2.649514207; Kcat_R: 2.9558872515,C05378;C00345;C00279;C00447;C01094;C00074;C00118;C00577;C00111;C00354;C00284,C00074_KI: 0.096961871;C00345_KI: 0.085602023;C00284_KI: 0.102871358;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C01094_KI: 0.699701726;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C00447_KI: 0.078385606;C00118_KI: 0.376360387;C00279_KI: 0.159231856
WP_000034372.1,4.1.2.13,Escherichia coli,R119,Fructose-bisphosphate aldolase,R02568,MRL,C01094,C00111; C00577,Km_C00111: 0.219039723; Km_C00577: 1.749873877; Km_C01094: 0.699701726,Kcat_F: 0.462073109; Kcat_R: 3.55576296,C05378;C00345;C00279;C00447;C01094;C00074;C00118;C00577;C00111;C00354;C00284,C00074_KI: 0.096961871;C00345_KI: 0.085602023;C00284_KI: 0.102871358;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C01094_KI: 0.699701726;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C00447_KI: 0.078385606;C00118_KI: 0.376360387;C00279_KI: 0.159231856
WP_001220233.1,2.7.4.3,Escherichia coli,R120,Adenylate kinase,R00127,MRL,C00002; C00020,C00008,Km_C00008: 0.087849356; Km_C00002: 0.031631302; Km_C00020: 0.076284915,Kcat_F: 2.7976281115; Kcat_R: 2.616251295,C00020;C00206;C00360;C00002;C04058;C00008,C00360_KI: 0.071947679;C04058_KI: 0.036719304;C00206_KI: 0.045697965;C00008_KI: 0.087849356;C00020_KI: 0.076284915;C00002_KI: 0.031631302
WP_001220233.1,2.7.4.3,Escherichia coli,R121,Adenylate kinase,R01547,MRL,C00002; C00360,C00008; C00206,Km_C00008: 0.087849356; Km_C00206: 0.045697965; Km_C00002: 0.031631302; Km_C00360: 0.85,Kcat_F: 1.2190061825; Kcat_R: 1.4058218715000002,C00020;C00206;C00360;C00002;C04058;C00008,C00360_KI: 0.071947679;C04058_KI: 0.036719304;C00206_KI: 0.045697965;C00008_KI: 0.087849356;C00020_KI: 0.076284915;C00002_KI: 0.031631302
WP_000210878.1,6.3.4.2,Escherichia coli,R122,Ctp synthase (glutamine hydrolysing),R00571,MRL,C00002; C00014; C00075,C00008; C00009; C00063,Km_C00008: 0.0327975; Km_C00009: 0.57172507; Km_C00063: 0.039101593; Km_C00002: 0.02550959; Km_C00014: 2.556291819; Km_C00075: 0.048999999999999995,Kcat_F: 5.34748218; Kcat_R: 1.6565584309999999,C00075;C00014;C00064;C00025;C00009;C00063;C00002;C00001;C00008,C00063_KI: 0.039101593;C00002_KI: 0.02550959;C00008_KI: 0.0327975;C00025_KI: 0.603838623;C00064_KI: 0.214680701;C00075_KI: 0.095736213;C00001_KI: 1.248884082;C00014_KI: 2.556291819;C00009_KI: 0.57172507
WP_000210878.1,6.3.4.2,Escherichia coli,R123,Ctp synthase (glutamine hydrolysing),R00573,MRL,C00001; C00002; C00064; C00075,C00008; C00009; C00025; C00063,Km_C00008: 0.0327975; Km_C00009: 0.57172507; Km_C00025: 0.603838623; Km_C00063: 0.039101593; Km_C00001: 1.248884082; Km_C00002: 0.02550959; Km_C00064: 0.214680701; Km_C00075: 0.048999999999999995,Kcat_F: 4.014383028999999; Kcat_R: 1.76495728025,C00075;C00014;C00064;C00025;C00009;C00063;C00002;C00001;C00008,C00063_KI: 0.039101593;C00002_KI: 0.02550959;C00008_KI: 0.0327975;C00025_KI: 0.603838623;C00064_KI: 0.214680701;C00075_KI: 0.095736213;C00001_KI: 1.248884082;C00014_KI: 2.556291819;C00009_KI: 0.57172507
WP_000334099.1,2.6.1.16,Escherichia coli,R124,Glutamine-fructose-6-phosphate transaminase (isomerizing),R00768,MRL,C00064; C00085,C00025; C00352,Km_C00025: 0.938281476; Km_C00352: 0.461720258; Km_C00064: 0.44344449; Km_C00085: 0.500871122,Kcat_F: 0.746059583; Kcat_R: 1.0307426915,C00352;C00025;C00085;C00064,C00085_KI: 0.500871122;C00064_KI: 0.44344449;C00352_KI: 0.461720258;C00025_KI: 0.938281476
WP_001062128.1,2.5.1.6,Escherichia coli,R125,Methionine adenosyltransferase,R00177,MRL,C00009; C00013; C00019,C00001; C00002; C00073,Km_C00001: 1.070862532; Km_C00002: 0.117182642; Km_C00073: 0.466537207; Km_C00009: 1.239684701; Km_C00013: 0.28967458; Km_C00019: 0.048553739,Kcat_F: 0.23178606633333335; Kcat_R: 4.872040699333334,C05691;C00013;C00009;C00019;C00002;C00001;C05335;C00073,C05691_KI: 0.054899752;C00001_KI: 1.070862532;C00002_KI: 0.117182642;C00073_KI: 0.466537207;C00009_KI: 1.239684701;C00013_KI: 0.28967458;C00019_KI: 0.048553739;C05335_KI: 0.808324754
WP_001062128.1,2.5.1.6,Escherichia coli,R126,Methionine adenosyltransferase,R04771,MRL,C00001; C00002; C05335,C00009; C00013; C05691,Km_C00009: 1.239684701; Km_C00013: 0.28967458; Km_C05691: 0.054899752; Km_C00001: 1.070862532; Km_C00002: 0.117182642; Km_C05335: 0.808324754,Kcat_F: 3.411925718666667; Kcat_R: 1.1131538493333333,C05691;C00013;C00009;C00019;C00002;C00001;C05335;C00073,C05691_KI: 0.054899752;C00001_KI: 1.070862532;C00002_KI: 0.117182642;C00073_KI: 0.466537207;C00009_KI: 1.239684701;C00013_KI: 0.28967458;C00019_KI: 0.048553739;C05335_KI: 0.808324754
WP_000695655.1,6.1.1.17,Escherichia coli,R127,Glutamate-trna ligase,R05578,MRL,C00002; C00025; C01641,C00013; C00020; C02987,Km_C00013: 0.216984406; Km_C00020: 0.036403723; Km_C02987: 0.0895364528; Km_C00002: 0.051829793; Km_C00025: 0.142224342; Km_C01641: 0.00024,Kcat_F: 9.4960731375; Kcat_R: 3.489937588666667,C00025;C00020;C00013;C00002;C02987;C01641,C02987_KI: 0.111860566;C00020_KI: 0.036403723;C00002_KI: 0.051829793;C00013_KI: 0.216984406;C00025_KI: 0.142224342;C01641_KI: 0.111860566
WP_001293003.1,3.4.13.18,Escherichia coli,R128,Cytosol nonspecific dipeptidase,R01166,MRL,C00001; C00386,C00099; C00135,Km_C00099: 0.507952392; Km_C00135: 0.302831292; Km_C00001: 0.579682529; Km_C00386: 0.199187204,Kcat_F: 2.4933262735; Kcat_R: 13.306824521,C00135;C00334;C00001;C00386;C00884;C00099,C00884_KI: 0.189986333;C00099_KI: 0.507952392;C00001_KI: 0.579682529;C00386_KI: 0.199187204;C00135_KI: 0.302831292;C00334_KI: 0.517561674
WP_001293003.1,3.4.13.18,Escherichia coli,R129,Cytosol nonspecific dipeptidase,R01992,MRL,C00001; C00884,C00135; C00334,Km_C00135: 0.302831292; Km_C00334: 0.517561674; Km_C00001: 0.579682529; Km_C00884: 0.189986333,Kcat_F: 3.7975811585; Kcat_R: 7.3229132345000005,C00135;C00334;C00001;C00386;C00884;C00099,C00884_KI: 0.189986333;C00099_KI: 0.507952392;C00001_KI: 0.579682529;C00386_KI: 0.199187204;C00135_KI: 0.302831292;C00334_KI: 0.517561674
WP_000091148.1,2.7.1.40,Escherichia coli,R130,Pyruvate kinase,R00200,MRL,C00002; C00022,C00008; C00074,Km_C00008: 0.051032659; Km_C00074: 0.144000247; Km_C00002: 0.044206705; Km_C00022: 0.87643075,Kcat_F: 10.6279720875; Kcat_R: 7.9375634995,C00209;C00015;C00286;C00074;C00081;C00022;C00389;C00131;C00075;C00361;C00009;C00206;C00158;C01401;C00454;C00002;C00041;C00008;C00035;C00025;C00122;C00044;C00112;C00091;C00201;C00063;C00302;C05625;C00026;C00104,C00002_KI: 0.044206705;C01401_KI: 1.001196623;C00063_KI: 0.066866696;C00206_KI: 0.018646972;C00302_KI: 1.237834454;C00041_KI: 1.001196623;C00025_KI: 1.237834454;C00454_KI: 0.3355317063571429;C00074_KI: 0.144000247;C00015_KI: 0.152999684;C00201_KI: 0.3355317063571429;C00091_KI: 0.033106904;C00286_KI: 0.020049427;C00122_KI: 0.454898477;C00008_KI: 0.051032659;C00026_KI: 0.352110684;C00131_KI: 0.016942503;C00361_KI: 0.019646076;C00081_KI: 0.071252503;C00104_KI: 0.055906694;C00112_KI: 0.036078647;C00075_KI: 0.223727554;C00158_KI: 0.496947676;C00022_KI: 0.87643075;C00209_KI: 0.660195351;C05625_KI: 0.031311039;C00389_KI: 0.008297376;C00035_KI: 0.031300213;C00044_KI: 0.055115532;C00009_KI: 0.995755255
WP_000091148.1,2.7.1.40,Escherichia coli,R131,Pyruvate kinase,R00430,MRL,C00022; C00044,C00035; C00074,Km_C00035: 0.031300213; Km_C00074: 0.144000247; Km_C00022: 0.87643075; Km_C00044: 0.055115532,Kcat_F: 6.149742624; Kcat_R: 3.753631475,C00209;C00015;C00286;C00074;C00081;C00022;C00389;C00131;C00075;C00361;C00009;C00206;C00158;C01401;C00454;C00002;C00041;C00008;C00035;C00025;C00122;C00044;C00112;C00091;C00201;C00063;C00302;C05625;C00026;C00104,C00002_KI: 0.044206705;C01401_KI: 1.001196623;C00063_KI: 0.066866696;C00206_KI: 0.018646972;C00302_KI: 1.237834454;C00041_KI: 1.001196623;C00025_KI: 1.237834454;C00454_KI: 0.3355317063571429;C00074_KI: 0.144000247;C00015_KI: 0.152999684;C00201_KI: 0.3355317063571429;C00091_KI: 0.033106904;C00286_KI: 0.020049427;C00122_KI: 0.454898477;C00008_KI: 0.051032659;C00026_KI: 0.352110684;C00131_KI: 0.016942503;C00361_KI: 0.019646076;C00081_KI: 0.071252503;C00104_KI: 0.055906694;C00112_KI: 0.036078647;C00075_KI: 0.223727554;C00158_KI: 0.496947676;C00022_KI: 0.87643075;C00209_KI: 0.660195351;C05625_KI: 0.031311039;C00389_KI: 0.008297376;C00035_KI: 0.031300213;C00044_KI: 0.055115532;C00009_KI: 0.995755255
WP_000091148.1,2.7.1.40,Escherichia coli,R132,Pyruvate kinase,R00572,MRL,C00022; C00063,C00074; C00112,Km_C00074: 0.144000247; Km_C00112: 0.036078647; Km_C00022: 0.87643075; Km_C00063: 0.066866696,Kcat_F: 8.4072842075; Kcat_R: 9.3889003745,C00209;C00015;C00286;C00074;C00081;C00022;C00389;C00131;C00075;C00361;C00009;C00206;C00158;C01401;C00454;C00002;C00041;C00008;C00035;C00025;C00122;C00044;C00112;C00091;C00201;C00063;C00302;C05625;C00026;C00104,C00002_KI: 0.044206705;C01401_KI: 1.001196623;C00063_KI: 0.066866696;C00206_KI: 0.018646972;C00302_KI: 1.237834454;C00041_KI: 1.001196623;C00025_KI: 1.237834454;C00454_KI: 0.3355317063571429;C00074_KI: 0.144000247;C00015_KI: 0.152999684;C00201_KI: 0.3355317063571429;C00091_KI: 0.033106904;C00286_KI: 0.020049427;C00122_KI: 0.454898477;C00008_KI: 0.051032659;C00026_KI: 0.352110684;C00131_KI: 0.016942503;C00361_KI: 0.019646076;C00081_KI: 0.071252503;C00104_KI: 0.055906694;C00112_KI: 0.036078647;C00075_KI: 0.223727554;C00158_KI: 0.496947676;C00022_KI: 0.87643075;C00209_KI: 0.660195351;C05625_KI: 0.031311039;C00389_KI: 0.008297376;C00035_KI: 0.031300213;C00044_KI: 0.055115532;C00009_KI: 0.995755255
WP_000091148.1,2.7.1.40,Escherichia coli,R133,Pyruvate kinase,R00659,MRL,C00022; C00075,C00015; C00074,Km_C00015: 0.152999684; Km_C00074: 0.144000247; Km_C00022: 0.87643075; Km_C00075: 0.223727554,Kcat_F: 6.6693660065; Kcat_R: 5.188231512,C00209;C00015;C00286;C00074;C00081;C00022;C00389;C00131;C00075;C00361;C00009;C00206;C00158;C01401;C00454;C00002;C00041;C00008;C00035;C00025;C00122;C00044;C00112;C00091;C00201;C00063;C00302;C05625;C00026;C00104,C00002_KI: 0.044206705;C01401_KI: 1.001196623;C00063_KI: 0.066866696;C00206_KI: 0.018646972;C00302_KI: 1.237834454;C00041_KI: 1.001196623;C00025_KI: 1.237834454;C00454_KI: 0.3355317063571429;C00074_KI: 0.144000247;C00015_KI: 0.152999684;C00201_KI: 0.3355317063571429;C00091_KI: 0.033106904;C00286_KI: 0.020049427;C00122_KI: 0.454898477;C00008_KI: 0.051032659;C00026_KI: 0.352110684;C00131_KI: 0.016942503;C00361_KI: 0.019646076;C00081_KI: 0.071252503;C00104_KI: 0.055906694;C00112_KI: 0.036078647;C00075_KI: 0.223727554;C00158_KI: 0.496947676;C00022_KI: 0.87643075;C00209_KI: 0.660195351;C05625_KI: 0.031311039;C00389_KI: 0.008297376;C00035_KI: 0.031300213;C00044_KI: 0.055115532;C00009_KI: 0.995755255
WP_000091148.1,2.7.1.40,Escherichia coli,R134,Pyruvate kinase,R00724,MRL,C00022; C00081,C00074; C00104,Km_C00074: 0.144000247; Km_C00104: 0.055906694; Km_C00022: 0.87643075; Km_C00081: 0.071252503,Kcat_F: 8.4022360785; Kcat_R: 8.0710157245,C00209;C00015;C00286;C00074;C00081;C00022;C00389;C00131;C00075;C00361;C00009;C00206;C00158;C01401;C00454;C00002;C00041;C00008;C00035;C00025;C00122;C00044;C00112;C00091;C00201;C00063;C00302;C05625;C00026;C00104,C00002_KI: 0.044206705;C01401_KI: 1.001196623;C00063_KI: 0.066866696;C00206_KI: 0.018646972;C00302_KI: 1.237834454;C00041_KI: 1.001196623;C00025_KI: 1.237834454;C00454_KI: 0.3355317063571429;C00074_KI: 0.144000247;C00015_KI: 0.152999684;C00201_KI: 0.3355317063571429;C00091_KI: 0.033106904;C00286_KI: 0.020049427;C00122_KI: 0.454898477;C00008_KI: 0.051032659;C00026_KI: 0.352110684;C00131_KI: 0.016942503;C00361_KI: 0.019646076;C00081_KI: 0.071252503;C00104_KI: 0.055906694;C00112_KI: 0.036078647;C00075_KI: 0.223727554;C00158_KI: 0.496947676;C00022_KI: 0.87643075;C00209_KI: 0.660195351;C05625_KI: 0.031311039;C00389_KI: 0.008297376;C00035_KI: 0.031300213;C00044_KI: 0.055115532;C00009_KI: 0.995755255
WP_000091148.1,2.7.1.40,Escherichia coli,R135,Pyruvate kinase,R01138,MRL,C00022; C00131,C00074; C00206,Km_C00074: 0.144000247; Km_C00206: 0.018646972; Km_C00022: 0.87643075; Km_C00131: 0.016942503,Kcat_F: 6.3872338345; Kcat_R: 4.48425701,C00209;C00015;C00286;C00074;C00081;C00022;C00389;C00131;C00075;C00361;C00009;C00206;C00158;C01401;C00454;C00002;C00041;C00008;C00035;C00025;C00122;C00044;C00112;C00091;C00201;C00063;C00302;C05625;C00026;C00104,C00002_KI: 0.044206705;C01401_KI: 1.001196623;C00063_KI: 0.066866696;C00206_KI: 0.018646972;C00302_KI: 1.237834454;C00041_KI: 1.001196623;C00025_KI: 1.237834454;C00454_KI: 0.3355317063571429;C00074_KI: 0.144000247;C00015_KI: 0.152999684;C00201_KI: 0.3355317063571429;C00091_KI: 0.033106904;C00286_KI: 0.020049427;C00122_KI: 0.454898477;C00008_KI: 0.051032659;C00026_KI: 0.352110684;C00131_KI: 0.016942503;C00361_KI: 0.019646076;C00081_KI: 0.071252503;C00104_KI: 0.055906694;C00112_KI: 0.036078647;C00075_KI: 0.223727554;C00158_KI: 0.496947676;C00022_KI: 0.87643075;C00209_KI: 0.660195351;C05625_KI: 0.031311039;C00389_KI: 0.008297376;C00035_KI: 0.031300213;C00044_KI: 0.055115532;C00009_KI: 0.995755255
