Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_000416403.1,6.1.1.9,,R150,Valine-trna ligase,R03665,C00002; C00183; C01653,C00013; C00020; C02554,Km_C00013: 0.3543890196517761; Km_C00020: 6.658145031750703; Km_C02554: nan; Km_C00002: 7.138251895214376; Km_C00183: 3.26472508887989; Km_C01653: 9e-05,Kcat_C00013: 0.3543890196517761; Kcat_C00020: 6.658145031750703; Kcat_C02554: nan; Kcat_C00002: 7.138251895214376; Kcat_C00183: 3.26472508887989; Kcat_C01653: 26.35
WP_001299507.1,1.1.1.205,,R151,Imp dehydrogenase,R01130,C00001; C00003; C00130,C00004; C00080; C00655,Km_C00004: 5.692930494727673; Km_C00080: nan; Km_C00655: 3.933751695195469; Km_C00001: 1.5590680385590578; Km_C00003: 4.366976707737525; Km_C00130: 0.013,Kcat_C00004: 5.692930494727673; Kcat_C00080: nan; Kcat_C00655: 3.933751695195469; Kcat_C00001: 1.5590680385590578; Kcat_C00003: 4.366976707737525; Kcat_C00130: 0.0
WP_001299507.1,1.1.1.205,,R152,Imp dehydrogenase,R08240,C00001; C00003; C04646,C00004; C00080; C16618,Km_C00004: 5.692930494727673; Km_C00080: nan; Km_C16618: nan; Km_C00001: 1.5590680385590578; Km_C00003: 4.366976707737525; Km_C04646: 3.2120000562182125,Kcat_C00004: 5.692930494727673; Kcat_C00080: nan; Kcat_C16618: nan; Kcat_C00001: 1.5590680385590578; Kcat_C00003: 4.366976707737525; Kcat_C04646: 3.2120000562182125
WP_001295403.1,2.7.1.40,,R153,Pyruvate kinase,R00200,C00002; C00022,C00008; C00074,Km_C00008: 10.449378415352593; Km_C00074: 5.425748579385552; Km_C00002: 9.759826215345711; Km_C00022: 11.496117961476536,Kcat_C00008: 10.449378415352593; Kcat_C00074: 5.425748579385552; Kcat_C00002: 9.759826215345711; Kcat_C00022: 11.496117961476536
WP_001295403.1,2.7.1.40,,R154,Pyruvate kinase,R00430,C00022; C00044,C00035; C00074,Km_C00035: 2.0815143711988084; Km_C00074: 5.425748579385552; Km_C00022: 11.496117961476536; Km_C00044: 0.8033672875325062,Kcat_C00035: 2.0815143711988084; Kcat_C00074: 5.425748579385552; Kcat_C00022: 11.496117961476536; Kcat_C00044: 0.8033672875325062
WP_001295403.1,2.7.1.40,,R155,Pyruvate kinase,R00572,C00022; C00063,C00074; C00112,Km_C00074: 5.425748579385552; Km_C00112: 13.35205216903572; Km_C00022: 11.496117961476536; Km_C00063: 5.318450454968087,Kcat_C00074: 5.425748579385552; Kcat_C00112: 13.35205216903572; Kcat_C00022: 11.496117961476536; Kcat_C00063: 5.318450454968087
WP_001295403.1,2.7.1.40,,R156,Pyruvate kinase,R00659,C00022; C00075,C00015; C00074,Km_C00015: 4.950714445445444; Km_C00074: 5.425748579385552; Km_C00022: 11.496117961476536; Km_C00075: 1.8426140534694475,Kcat_C00015: 4.950714445445444; Kcat_C00074: 5.425748579385552; Kcat_C00022: 11.496117961476536; Kcat_C00075: 1.8426140534694475
WP_001295403.1,2.7.1.40,,R157,Pyruvate kinase,R00724,C00022; C00081,C00074; C00104,Km_C00074: 5.425748579385552; Km_C00104: 10.716282874780214; Km_C00022: 11.496117961476536; Km_C00081: 5.308354197163179,Kcat_C00074: 5.425748579385552; Kcat_C00104: 10.716282874780214; Kcat_C00022: 11.496117961476536; Kcat_C00081: 5.308354197163179
WP_001295403.1,2.7.1.40,,R158,Pyruvate kinase,R01138,C00022; C00131,C00074; C00206,Km_C00074: 5.425748579385552; Km_C00206: 3.542765440950246; Km_C00022: 11.496117961476536; Km_C00131: 1.278349708918167,Kcat_C00074: 5.425748579385552; Kcat_C00206: 3.542765440950246; Kcat_C00022: 11.496117961476536; Kcat_C00131: 1.278349708918167
WP_001295403.1,2.7.1.40,,R159,Pyruvate kinase,R01858,C00022; C00286,C00074; C00361,Km_C00074: 5.425748579385552; Km_C00361: 0.2112355602250074; Km_C00022: 11.496117961476536; Km_C00286: 0.1915755554214092,Kcat_C00074: 5.425748579385552; Kcat_C00361: 0.2112355602250074; Kcat_C00022: 11.496117961476536; Kcat_C00286: 0.1915755554214092
WP_001295403.1,2.7.1.40,,R160,Pyruvate kinase,R02320,C00022; C00201,C00074; C00454,Km_C00074: 5.425748579385552; Km_C00454: nan; Km_C00022: 11.496117961476536; Km_C00201: nan,Kcat_C00074: 5.425748579385552; Kcat_C00454: nan; Kcat_C00022: 11.496117961476536; Kcat_C00201: nan
WP_001127419.1,4.2.1.9,,R161,Dihydroxy-acid dehydratase,R01209,C04039,C00001; C00141,Km_C00001: 2.266743124180796; Km_C00141: 14.891157561167653; Km_C04039: 1.5,Kcat_C00001: 2.266743124180796; Kcat_C00141: 14.891157561167653; Kcat_C04039: 0.0
WP_001127419.1,4.2.1.9,,R162,Dihydroxy-acid dehydratase,R04441,C04272,C00001; C00141,Km_C00001: 2.266743124180796; Km_C00141: 14.891157561167653; Km_C04272: 12.39697346497069,Kcat_C00001: 2.266743124180796; Kcat_C00141: 14.891157561167653; Kcat_C04272: 12.39697346497069
WP_001127419.1,4.2.1.9,,R163,Dihydroxy-acid dehydratase,R05070,C06007,C00001; C00671,Km_C00001: 2.266743124180796; Km_C00671: 9.298514445982816; Km_C06007: 9.76998793771824,Kcat_C00001: 2.266743124180796; Kcat_C00671: 9.298514445982816; Kcat_C06007: 9.76998793771824
WP_001144202.1,6.1.1.3,,R164,Threonine-trna ligase,R03663,C00002; C00188; C01651,C00013; C00020; C02992,Km_C00013: 112.39044245218692; Km_C00020: 57.751045891965134; Km_C02992: nan; Km_C00002: 60.71295770162157; Km_C00188: 25.764541025909683; Km_C01651: 3e-05,Kcat_C00013: 112.39044245218692; Kcat_C00020: 57.751045891965134; Kcat_C02992: nan; Kcat_C00002: 60.71295770162157; Kcat_C00188: 25.764541025909683; Kcat_C01651: 0.3966666666666667
WP_000018596.1,6.1.1.20,,R165,Phenylalanine-trna ligase,R03660,C00002; C00079; C01648,C00013; C00020; C03511,Km_C00013: 1.0154189691940692; Km_C00020: 10.93721338279773; Km_C03511: nan; Km_C00002: 11.751918186225726; Km_C00079: 13.71219946535778; Km_C01648: 0.002875,Kcat_C00013: 1.0154189691940692; Kcat_C00020: 10.93721338279773; Kcat_C03511: nan; Kcat_C00002: 11.751918186225726; Kcat_C00079: 13.71219946535778; Kcat_C01648: 0.44675000000000004
WP_001295247.1,4.1.99.1,,R166,Tryptophanase,R00673,C00001; C00078,C00014; C00022; C00463,Km_C00014: 4.3279553273454585; Km_C00022: 70.0; Km_C00463: 0.019; Km_C00001: 1.8276417639585292; Km_C00078: 1.396814885988802,Kcat_C00014: 4.3279553273454585; Kcat_C00022: 0.0; Kcat_C00463: 0.0; Kcat_C00001: 1.8276417639585292; Kcat_C00078: 1.396814885988802
WP_000117881.1,6.1.1.22,,R167,Asparagine-trna ligase,R03648,C00002; C00152; C01637,C00013; C00020; C03402,Km_C00013: 0.0192870366801082; Km_C00020: 2.5309583584071524; Km_C03402: nan; Km_C00002: 2.01039960137; Km_C00152: 2.71675127810088; Km_C01637: nan,Kcat_C00013: 0.0192870366801082; Kcat_C00020: 2.5309583584071524; Kcat_C03402: nan; Kcat_C00002: 2.01039960137; Kcat_C00152: 2.71675127810088; Kcat_C01637: nan
WP_001107167.1,6.1.1.21,,R168,Histidine-trna ligase,R03655,C00002; C00135; C01643,C00013; C00020; C02988,Km_C00013: 0.6064900449882334; Km_C00020: 2.694458372717712; Km_C02988: nan; Km_C00002: 2.3889469813537056; Km_C00135: 1.4876933086454076; Km_C01643: 0.0,Kcat_C00013: 0.6064900449882334; Kcat_C00020: 2.694458372717712; Kcat_C02988: nan; Kcat_C00002: 2.3889469813537056; Kcat_C00135: 1.4876933086454076; Kcat_C01643: 1.62
WP_001300978.1,6.1.1.10,,R169,Methionine-trna ligase,R03659,C00002; C00073; C01647,C00013; C00020; C02430,Km_C00013: 1.6237977311064875; Km_C00020: 7.571282558141357; Km_C02430: nan; Km_C00002: 5.0141104512183405; Km_C00073: 5.635764249336423; Km_C01647: 50.00584,Kcat_C00013: 1.6237977311064875; Kcat_C00020: 7.571282558141357; Kcat_C02430: nan; Kcat_C00002: 5.0141104512183405; Kcat_C00073: 5.635764249336423; Kcat_C01647: 12.275
WP_001300978.1,6.1.1.10,,R170,Methionine-trna ligase,R04773,C00002; C01647; C05335,C00013; C00020; C05336,Km_C00013: 1.6237977311064875; Km_C00020: 7.571282558141357; Km_C05336: nan; Km_C00002: 5.0141104512183405; Km_C01647: 50.00584; Km_C05335: 1.4882368088148543,Kcat_C00013: 1.6237977311064875; Kcat_C00020: 7.571282558141357; Kcat_C05336: nan; Kcat_C00002: 5.0141104512183405; Kcat_C01647: 12.275; Kcat_C05335: 1.4882368088148543
WP_000884639.1,6.3.4.14,,R171,Biotin carboxylase,R04385,C00002; C00288; C06250,C00008; C00009; C04419,Km_C00008: 0.0948415853811757; Km_C00009: 0.0086237348362795; Km_C04419: nan; Km_C00002: 0.0692183716444861; Km_C00288: 29.266433333333335; Km_C06250: 0.16,Kcat_C00008: 0.0948415853811757; Kcat_C00009: 0.0086237348362795; Kcat_C04419: nan; Kcat_C00002: 0.0692183716444861; Kcat_C00288: 0.346; Kcat_C06250: 16.68
WP_001301026.1,6.1.1.1,,R172,Tyrosine-trna ligase,R02918,C00002; C00082; C00787,C00013; C00020; C02839,Km_C00013: 0.1702395538037132; Km_C00020: 3.4276615411640967; Km_C02839: 0.0002; Km_C00002: 2.012567286392803; Km_C00082: 4.691626723878136; Km_C00787: 1.755185,Kcat_C00013: 0.1702395538037132; Kcat_C00020: 3.4276615411640967; Kcat_C02839: 0.0; Kcat_C00002: 2.012567286392803; Kcat_C00082: 4.691626723878136; Kcat_C00787: 1.32
WP_000597260.1,6.3.5.5,,R173,Carbamoyl-phosphate synthase (glutamine-hydrolysing),R00256,C00001; C00064,C00014; C00025,Km_C00014: 12.941032268840123; Km_C00025: 5.728558938966575; Km_C00001: 2.735381716985739; Km_C00064: 8.607574689374955,Kcat_C00014: 12.941032268840123; Kcat_C00025: 5.728558938966575; Kcat_C00001: 2.735381716985739; Kcat_C00064: 8.607574689374955
WP_000597260.1,6.3.5.5,,R174,Carbamoyl-phosphate synthase (glutamine-hydrolysing),R00575,C00001; C00002; C00064; C00288,C00008; C00009; C00025; C00169,Km_C00008: 7.210271321065077; Km_C00009: 0.3341977968900176; Km_C00025: 5.728558938966575; Km_C00169: 7.436894410280195; Km_C00001: 2.735381716985739; Km_C00002: 6.964957896305543; Km_C00064: 8.607574689374955; Km_C00288: 1.4766666666666666,Kcat_C00008: 7.210271321065077; Kcat_C00009: 0.3341977968900176; Kcat_C00025: 5.728558938966575; Kcat_C00169: 7.436894410280195; Kcat_C00001: 2.735381716985739; Kcat_C00002: 6.964957896305543; Kcat_C00064: 8.607574689374955; Kcat_C00288: 0.0
WP_000597260.1,6.3.5.5,,R175,Carbamoyl-phosphate synthase (glutamine-hydrolysing),R07641,C00002; C00014; C00288,C00008; C00009; C00169,Km_C00008: 7.210271321065077; Km_C00009: 0.3341977968900176; Km_C00169: 7.436894410280195; Km_C00002: 6.964957896305543; Km_C00014: 12.941032268840123; Km_C00288: 1.4766666666666666,Kcat_C00008: 7.210271321065077; Kcat_C00009: 0.3341977968900176; Kcat_C00169: 7.436894410280195; Kcat_C00002: 6.964957896305543; Kcat_C00014: 12.941032268840123; Kcat_C00288: 0.0
WP_001120798.1,1.6.1.1,,R176,Nad(p)+ transhydrogenase (si-specific),R00112,C00003; C00005,C00004; C00006,Km_C00004: 8.309348823514117; Km_C00006: 7.036873079584764; Km_C00003: 6.870124013654762; Km_C00005: 0.1332,Kcat_C00004: 8.309348823514117; Kcat_C00006: 7.036873079584764; Kcat_C00003: 6.870124013654762; Kcat_C00005: 259.5
WP_000817178.1,2.3.1.41,,R177,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R02768,C00173; C01209,C00011; C00229; C00685,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C00685: nan; Km_C00173: nan; Km_C01209: 0.0115,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C00685: nan; Kcat_C00173: nan; Kcat_C01209: 0.011
WP_000817178.1,2.3.1.41,,R178,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04355,C01209; C03939,C00011; C00229; C05744,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C05744: nan; Km_C01209: 0.0115; Km_C03939: 0.029,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C05744: nan; Kcat_C01209: 0.011; Kcat_C03939: 0.11
WP_000817178.1,2.3.1.41,,R179,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04726,C01209; C05223,C00011; C00229; C05759,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C05759: nan; Km_C01209: 0.0115; Km_C05223: nan,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C05759: nan; Kcat_C01209: 0.011; Kcat_C05223: nan
WP_000817178.1,2.3.1.41,,R180,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04952,C01209; C05745,C00011; C00229; C05746,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C05746: nan; Km_C01209: 0.0115; Km_C05745: nan,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C05746: nan; Kcat_C01209: 0.011; Kcat_C05745: nan
WP_000817178.1,2.3.1.41,,R181,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04957,C01209; C05749,C00011; C00229; C05750,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C05750: nan; Km_C01209: 0.0115; Km_C05749: nan,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C05750: nan; Kcat_C01209: 0.011; Kcat_C05749: nan
WP_000817178.1,2.3.1.41,,R182,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04960,C01209; C05752,C00011; C00229; C05753,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C05753: nan; Km_C01209: 0.0115; Km_C05752: nan,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C05753: nan; Kcat_C01209: 0.011; Kcat_C05752: nan
WP_000817178.1,2.3.1.41,,R183,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04963,C01209; C05755,C00011; C00229; C05756,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C05756: nan; Km_C01209: 0.0115; Km_C05755: nan,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C05756: nan; Kcat_C01209: 0.011; Kcat_C05755: nan
WP_000817178.1,2.3.1.41,,R184,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R04968,C01209; C05761,C00011; C00229; C05762,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C05762: nan; Km_C01209: 0.0115; Km_C05761: nan,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C05762: nan; Kcat_C01209: 0.011; Kcat_C05761: nan
WP_000817178.1,2.3.1.41,,R185,Beta-ketoacyl-[acyl-carrier-protein] synthase i,R07762,C01209; C05764,C00011; C00229; C16219,Km_C00011: 3.630524812794437; Km_C00229: nan; Km_C16219: 0.6992719696586176; Km_C01209: 0.0115; Km_C05764: nan,Kcat_C00011: 3.630524812794437; Kcat_C00229: nan; Kcat_C16219: 0.6992719696586176; Kcat_C01209: 0.011; Kcat_C05764: nan
WP_001271717.1,6.3.1.2,,R186,Glutamine synthetase,R00253,C00002; C00014; C00025,C00008; C00009; C00064,Km_C00008: 40.3357116708918; Km_C00009: 66.02685403783036; Km_C00064: 49.60610616905038; Km_C00002: 37.8386039571412; Km_C00014: 72.50578221055801; Km_C00025: 28.776589068321652,Kcat_C00008: 40.3357116708918; Kcat_C00009: 66.02685403783036; Kcat_C00064: 49.60610616905038; Kcat_C00002: 37.8386039571412; Kcat_C00014: 72.50578221055801; Kcat_C00025: 28.776589068321652
WP_000138270.1,6.3.5.2,,R187,Gmp synthase (glutamine-hydrolysing),R01231,C00001; C00002; C00064; C00655,C00013; C00020; C00025; C00144,Km_C00013: 0.0429784803259665; Km_C00020: 3.852362438978024; Km_C00025: 3.217783149625975; Km_C00144: 3.293636047945295; Km_C00001: 2.5047338646667474; Km_C00002: 3.5355842734540297; Km_C00064: 4.601695000662257; Km_C00655: 3.0378521621894783,Kcat_C00013: 0.0429784803259665; Kcat_C00020: 3.852362438978024; Kcat_C00025: 3.217783149625975; Kcat_C00144: 3.293636047945295; Kcat_C00001: 2.5047338646667474; Kcat_C00002: 3.5355842734540297; Kcat_C00064: 4.601695000662257; Kcat_C00655: 3.0378521621894783
WP_000138270.1,6.3.5.2,,R188,Gmp synthase (glutamine-hydrolysing),R01230,C00002; C00014; C00655,C00013; C00020; C00144,Km_C00013: 0.0429784803259665; Km_C00020: 3.852362438978024; Km_C00144: 3.293636047945295; Km_C00002: 3.5355842734540297; Km_C00014: 6.014010587908015; Km_C00655: 3.0378521621894783,Kcat_C00013: 0.0429784803259665; Kcat_C00020: 3.852362438978024; Kcat_C00144: 3.293636047945295; Kcat_C00002: 3.5355842734540297; Kcat_C00014: 6.014010587908015; Kcat_C00655: 3.0378521621894783
WP_000138270.1,6.3.5.2,,R189,Gmp synthase (glutamine-hydrolysing),R08244,C00001; C00002; C00064; C16618,C00013; C00020; C00025; C16619,Km_C00013: 0.0429784803259665; Km_C00020: 3.852362438978024; Km_C00025: 3.217783149625975; Km_C16619: nan; Km_C00001: 2.5047338646667474; Km_C00002: 3.5355842734540297; Km_C00064: 4.601695000662257; Km_C16618: nan,Kcat_C00013: 0.0429784803259665; Kcat_C00020: 3.852362438978024; Kcat_C00025: 3.217783149625975; Kcat_C16619: nan; Kcat_C00001: 2.5047338646667474; Kcat_C00002: 3.5355842734540297; Kcat_C00064: 4.601695000662257; Kcat_C16618: nan
WP_001320168.1,3.2.1.93,,R190,Alpha;alpha-phosphotrehalase,R00837,C00001; C00689,C00031; C00092,Km_C00031: 156.9408294109532; Km_C00092: 169.42011736678387; Km_C00001: 26.63285300763539; Km_C00689: 212.308473048599,Kcat_C00031: 156.9408294109532; Kcat_C00092: 169.42011736678387; Kcat_C00001: 26.63285300763539; Kcat_C00689: 212.308473048599
WP_000003071.1,6.1.1.6,,R191,Lysine-trna ligase,R03658,C00002; C00047; C01646,C00013; C00020; C01931,Km_C00013: 63.11090430032728; Km_C00020: 37.17989243313614; Km_C01931: 0.0; Km_C00002: 37.00357666165117; Km_C00047: 28.28345655825845; Km_C01646: 0.00385,Kcat_C00013: 63.11090430032728; Kcat_C00020: 37.17989243313614; Kcat_C01931: 0.004515; Kcat_C00002: 37.00357666165117; Kcat_C00047: 28.28345655825845; Kcat_C01646: 0.0
WP_000963837.1,2.7.4.6,,R192,Nucleoside-diphosphate kinase,R00331,C00002; C00454,C00008; C00201,Km_C00008: 2.882742984619574; Km_C00201: nan; Km_C00002: 2.097651221238712; Km_C00454: nan,Kcat_C00008: 2.882742984619574; Kcat_C00201: nan; Kcat_C00002: 2.097651221238712; Kcat_C00454: nan
WP_000963837.1,2.7.4.6,,R194,Nucleoside-diphosphate kinase,R00139,C00002; C11038,C00008; C11039,Km_C00008: 2.882742984619574; Km_C11039: nan; Km_C00002: 2.097651221238712; Km_C11038: nan,Kcat_C00008: 2.882742984619574; Kcat_C11039: nan; Kcat_C00002: 2.097651221238712; Kcat_C11038: nan
WP_000963837.1,2.7.4.6,,R195,Nucleoside-diphosphate kinase,R00156,C00002; C00015,C00008; C00075,Km_C00008: 2.882742984619574; Km_C00075: 0.5419284231927995; Km_C00002: 2.097651221238712; Km_C00015: 0.7748792844186122,Kcat_C00008: 2.882742984619574; Kcat_C00075: 0.5419284231927995; Kcat_C00002: 2.097651221238712; Kcat_C00015: 0.7748792844186122
WP_000963837.1,2.7.4.6,,R196,Nucleoside-diphosphate kinase,R00330,C00002; C00035,C00008; C00044,Km_C00008: 2.882742984619574; Km_C00044: 0.4539547051987324; Km_C00002: 2.097651221238712; Km_C00035: 0.5577904699822173,Kcat_C00008: 2.882742984619574; Kcat_C00044: 0.4539547051987324; Kcat_C00002: 2.097651221238712; Kcat_C00035: 0.5577904699822173
WP_000963837.1,2.7.4.6,,R197,Nucleoside-diphosphate kinase,R00570,C00002; C00112,C00008; C00063,Km_C00008: 2.882742984619574; Km_C00063: 0.6685893660685888; Km_C00002: 2.097651221238712; Km_C00112: 1.3772483303686955,Kcat_C00008: 2.882742984619574; Kcat_C00063: 0.6685893660685888; Kcat_C00002: 2.097651221238712; Kcat_C00112: 1.3772483303686955
WP_000963837.1,2.7.4.6,,R198,Nucleoside-diphosphate kinase,R00722,C00002; C00104,C00008; C00081,Km_C00008: 2.882742984619574; Km_C00081: 1.015639575839926; Km_C00002: 2.097651221238712; Km_C00104: 1.877492905849776,Kcat_C00008: 2.882742984619574; Kcat_C00081: 1.015639575839926; Kcat_C00002: 2.097651221238712; Kcat_C00104: 1.877492905849776
WP_000963837.1,2.7.4.6,,R199,Nucleoside-diphosphate kinase,R01137,C00002; C00206,C00008; C00131,Km_C00008: 2.882742984619574; Km_C00131: 0.5083130893576037; Km_C00002: 2.097651221238712; Km_C00206: 0.7039898797357751,Kcat_C00008: 2.882742984619574; Kcat_C00131: 0.5083130893576037; Kcat_C00002: 2.097651221238712; Kcat_C00206: 0.7039898797357751
WP_000963837.1,2.7.4.6,,R200,Nucleoside-diphosphate kinase,R01857,C00002; C00361,C00008; C00286,Km_C00008: 2.882742984619574; Km_C00286: 0.249235607892076; Km_C00002: 2.097651221238712; Km_C00361: 0.2798404335038499,Kcat_C00008: 2.882742984619574; Kcat_C00286: 0.249235607892076; Kcat_C00002: 2.097651221238712; Kcat_C00361: 0.2798404335038499
WP_000963837.1,2.7.4.6,,R201,Nucleoside-diphosphate kinase,R02093,C00002; C00363,C00008; C00459,Km_C00008: 2.882742984619574; Km_C00459: 0.5346855295218564; Km_C00002: 2.097651221238712; Km_C00363: 0.7777583543706454,Kcat_C00008: 2.882742984619574; Kcat_C00459: 0.5346855295218564; Kcat_C00002: 2.097651221238712; Kcat_C00363: 0.7777583543706454
WP_000963837.1,2.7.4.6,,R202,Nucleoside-diphosphate kinase,R02326,C00002; C00705,C00008; C00458,Km_C00008: 2.882742984619574; Km_C00458: 0.536258290330165; Km_C00002: 2.097651221238712; Km_C00705: 0.9140012899221904,Kcat_C00008: 2.882742984619574; Kcat_C00458: 0.536258290330165; Kcat_C00002: 2.097651221238712; Kcat_C00705: 0.9140012899221904
WP_000963837.1,2.7.4.6,,R203,Nucleoside-diphosphate kinase,R02331,C00002; C01346,C00008; C00460,Km_C00008: 2.882742984619574; Km_C00460: 0.4243389733596677; Km_C00002: 2.097651221238712; Km_C01346: 0.6335122810513724,Kcat_C00008: 2.882742984619574; Kcat_C00460: 0.4243389733596677; Kcat_C00002: 2.097651221238712; Kcat_C01346: 0.6335122810513724
WP_000963837.1,2.7.4.6,,R204,Nucleoside-diphosphate kinase,R03530,C00002; C01344,C00008; C01345,Km_C00008: 2.882742984619574; Km_C01345: 0.3651554275561309; Km_C00002: 2.097651221238712; Km_C01344: 0.4394612076918054,Kcat_C00008: 2.882742984619574; Kcat_C01345: 0.3651554275561309; Kcat_C00002: 2.097651221238712; Kcat_C01344: 0.4394612076918054
WP_000007283.1,1.15.1.1,,R205,Superoxide dismutase,R00275,C00080; C00704,C00007; C00027,Km_C00007: 123.52052401749889; Km_C00027: 3781.522060346365; Km_C00080: nan; Km_C00704: 8.729575341133527,Kcat_C00007: 123.52052401749889; Kcat_C00027: 3781.522060346365; Kcat_C00080: nan; Kcat_C00704: 8.729575341133527
WP_000342648.1,1.1.1.40,,R206,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00216,C00006; C00149,C00005; C00011; C00022; C00080,Km_C00005: 104.67330155401606; Km_C00011: 127.42904156938825; Km_C00022: 106.5132449181156; Km_C00080: nan; Km_C00006: 0.0415; Km_C00149: 3.41,Kcat_C00005: 104.67330155401606; Kcat_C00011: 127.42904156938825; Kcat_C00022: 106.5132449181156; Kcat_C00080: nan; Kcat_C00006: 66.6; Kcat_C00149: 0.0
WP_000342648.1,1.1.1.40,,R207,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00217,C00036,C00011; C00022,Km_C00011: 127.42904156938825; Km_C00022: 106.5132449181156; Km_C00036: 318.2635948627185,Kcat_C00011: 127.42904156938825; Kcat_C00022: 106.5132449181156; Kcat_C00036: 318.2635948627185
WP_001230087.1,4.3.2.1,,R208,Argininosuccinate lyase,R01086,C03406,C00062; C00122,Km_C00062: 3.338237014496533; Km_C00122: 654.2264503056864; Km_C03406: 7.483388988078903,Kcat_C00062: 3.338237014496533; Kcat_C00122: 654.2264503056864; Kcat_C03406: 7.483388988078903
WP_000078239.1,6.2.1.1,,R209,Acetate-coa ligase,R00235,C00002; C00010; C00033,C00013; C00020; C00024,Km_C00013: 0.204505089706092; Km_C00020: 4.58397067429265; Km_C00024: 4.44165120662607; Km_C00002: 4.911514133007876; Km_C00010: 6.005598394681609; Km_C00033: 1.6318065229967742,Kcat_C00013: 0.204505089706092; Kcat_C00020: 4.58397067429265; Kcat_C00024: 4.44165120662607; Kcat_C00002: 4.911514133007876; Kcat_C00010: 6.005598394681609; Kcat_C00033: 1.6318065229967742
WP_000078239.1,6.2.1.1,,R210,Acetate-coa ligase,R00236,C00010; C05993,C00020; C00024,Km_C00020: 4.58397067429265; Km_C00024: 4.44165120662607; Km_C00010: 6.005598394681609; Km_C05993: 5.966778488211726,Kcat_C00020: 4.58397067429265; Kcat_C00024: 4.44165120662607; Kcat_C00010: 6.005598394681609; Kcat_C05993: 5.966778488211726
WP_000078239.1,6.2.1.1,,R211,Acetate-coa ligase,R00316,C00002; C00033,C00013; C05993,Km_C00013: 0.204505089706092; Km_C05993: 5.966778488211726; Km_C00002: 4.911514133007876; Km_C00033: 1.6318065229967742,Kcat_C00013: 0.204505089706092; Kcat_C05993: 5.966778488211726; Kcat_C00002: 4.911514133007876; Kcat_C00033: 1.6318065229967742
WP_000078239.1,6.2.1.1,,R212,Acetate-coa ligase,R00925,C00002; C00010; C00163,C00013; C00020; C00100,Km_C00013: 0.204505089706092; Km_C00020: 4.58397067429265; Km_C00100: 4.783961869678951; Km_C00002: 4.911514133007876; Km_C00010: 6.005598394681609; Km_C00163: 1.9527648559251949,Kcat_C00013: 0.204505089706092; Kcat_C00020: 4.58397067429265; Kcat_C00100: 4.783961869678951; Kcat_C00002: 4.911514133007876; Kcat_C00010: 6.005598394681609; Kcat_C00163: 1.9527648559251949
WP_000078239.1,6.2.1.1,,R213,Acetate-coa ligase,R00926,C00010; C05983,C00020; C00100,Km_C00020: 4.58397067429265; Km_C00100: 4.783961869678951; Km_C00010: 6.005598394681609; Km_C05983: 4.525049872790965,Kcat_C00020: 4.58397067429265; Kcat_C00100: 4.783961869678951; Kcat_C00010: 6.005598394681609; Kcat_C05983: 4.525049872790965
WP_000078239.1,6.2.1.1,,R214,Acetate-coa ligase,R01354,C00002; C00163,C00013; C05983,Km_C00013: 0.204505089706092; Km_C05983: 4.525049872790965; Km_C00002: 4.911514133007876; Km_C00163: 1.9527648559251949,Kcat_C00013: 0.204505089706092; Kcat_C05983: 4.525049872790965; Kcat_C00002: 4.911514133007876; Kcat_C00163: 1.9527648559251949
WP_001298109.1,2.7.6.1,,R215,Ribose-phosphate diphosphokinase,R01049,C00002; C00117,C00020; C00119,Km_C00020: 1.6424895014395628; Km_C00119: 0.2037063225735759; Km_C00002: 0.9309867021328504; Km_C00117: 0.19,Kcat_C00020: 1.6424895014395628; Kcat_C00119: 0.2037063225735759; Kcat_C00002: 0.9309867021328504; Kcat_C00117: 0.0
